Name,Image,Variation,DIY,Buy,Sell,Color1,Color2,Size,Source,SourceNotes,Version,Style,LabelThemes,Catalog,Filename,InternalID,UniqueEntryID
baby's hat,https://acnhcdn.com/acdb/headwear/CapBangsBonnet4.png,Baby pink,No,560,140,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,comfy,For sale,CapBangsBonnet4,11856,wyPrRhtyyMtn7Hy3Y
baby's hat,https://acnhcdn.com/acdb/headwear/CapBangsBonnet5.png,Baby gray,No,560,140,Beige,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,comfy,For sale,CapBangsBonnet5,11857,7FLgET2RH6aejsb8v
baby's hat,https://acnhcdn.com/acdb/headwear/CapBangsBonnet6.png,Baby blue,No,560,140,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,comfy,For sale,CapBangsBonnet6,11858,qHj5WWwZRstJtjP2d
baby's hat,https://acnhcdn.com/acdb/headwear/CapBangsBonnet7.png,Baby orange,No,560,140,Orange,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,comfy,For sale,CapBangsBonnet7,11859,Pf6AxNWkC8D4BBoEN
balloon hat,https://acnhcdn.com/acdb/headwear/CapHatBalloon0.png,Rainbow,No,1120,280,Colorful,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,party; theatrical,For sale,CapHatBalloon0,5340,Y2LX2RKY9fu4DtjFs
balloon hat,https://acnhcdn.com/acdb/headwear/CapHatBalloon1.png,Orange,No,1120,280,Orange,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,party; theatrical,For sale,CapHatBalloon1,11050,rWRnH9TkRg3o9xDJQ
balloon hat,https://acnhcdn.com/acdb/headwear/CapHatBalloon2.png,Blue,No,1120,280,Blue,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,party; theatrical,For sale,CapHatBalloon2,11051,oKbK2uhkLaQaRnpWW
balloon hat,https://acnhcdn.com/acdb/headwear/CapHatBalloon3.png,Green,No,1120,280,Green,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,party; theatrical,For sale,CapHatBalloon3,11052,CwDPA4FeLvQ44QncE
bamboo hat,https://acnhcdn.com/acdb/headwear/CapHatAjiroBeige.png,Beige,Yes,NFS,200,Beige,Beige,1x1,Crafting,,1.0.0,Simple,fairy tale; outdoorsy,Not for sale,CapHatAjiroBeige,5143,ehxYwYvtXQ5wyi3pQ
barrette,https://acnhcdn.com/acdb/headwear/CapOrnamentTBarrette0.png,Pink,No,490,122,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; fairy tale; party,For sale,CapOrnamentTBarrette0,9860,BK2NAfuYfrr4womPM
baseball cap,https://acnhcdn.com/acdb/headwear/CapHatBaseball0.png,Red,No,840,210,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; sporty; work,For sale,CapHatBaseball0,9763,Yt7QudxePYGMbwcWt
baseball cap,https://acnhcdn.com/acdb/headwear/CapHatBaseball1.png,Navy blue,No,840,210,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; sporty; work,For sale,CapHatBaseball1,12092,PomndWn5sqv7fZ86a
baseball cap,https://acnhcdn.com/acdb/headwear/CapHatBaseball2.png,Green,No,840,210,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; sporty; work,For sale,CapHatBaseball2,12093,xYaGzJECou3ALoBz4
baseball cap,https://acnhcdn.com/acdb/headwear/CapHatBaseball3.png,Orange,No,840,210,Black,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; sporty; work,For sale,CapHatBaseball3,12094,HE8xZkXbRspp6qgoE
baseball cap,https://acnhcdn.com/acdb/headwear/CapHatBaseball4.png,Yellow,No,840,210,Black,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; sporty; work,For sale,CapHatBaseball4,12095,rci5SRCfQ3Hre9vsT
batter's helmet,https://acnhcdn.com/acdb/headwear/CapHelmetBaseball0.png,Red,No,1040,260,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,CapHelmetBaseball0,5366,5YfnKAsTFYFEyGCJb
batter's helmet,https://acnhcdn.com/acdb/headwear/CapHelmetBaseball1.png,Navy blue,No,1040,260,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,CapHelmetBaseball1,11596,zRQ6hi9FeiQcLXwzH
batter's helmet,https://acnhcdn.com/acdb/headwear/CapHelmetBaseball2.png,Green,No,1040,260,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,CapHelmetBaseball2,11597,GfWeB9jgoCTfuG9Lv
batter's helmet,https://acnhcdn.com/acdb/headwear/CapHelmetBaseball3.png,Orange,No,1040,260,Black,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,CapHelmetBaseball3,11598,ohKfr9GPDP7QdRSnC
batter's helmet,https://acnhcdn.com/acdb/headwear/CapHelmetBaseball4.png,Yellow,No,1040,260,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,CapHelmetBaseball4,11599,4bFJaJ5S9qqevW4sx
bear cap,https://acnhcdn.com/acdb/headwear/CapBangsBear0.png,Brown,No,1120,280,Brown,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,CapBangsBear0,5330,qmkSD7yKDpFvdxcPK
bear cap,https://acnhcdn.com/acdb/headwear/CapBangsBear1.png,Black,No,1120,280,Black,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,CapBangsBear1,11704,6Lrqy6EP9zYBc9Cvj
bear cap,https://acnhcdn.com/acdb/headwear/CapBangsBear2.png,Pink,No,1120,280,Pink,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,CapBangsBear2,11705,CK638wXoN5uPsRbYJ
bear cap,https://acnhcdn.com/acdb/headwear/CapBangsBear3.png,Blue,No,1120,280,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,CapBangsBear3,11706,MfoAxTnsMmTQBic6g
beret,https://acnhcdn.com/acdb/headwear/CapHatBeret0.png,Berry red,No,880,220,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal; party,For sale,CapHatBeret0,5260,iPsbB4mbQ899q2j57
beret,https://acnhcdn.com/acdb/headwear/CapHatBeret1.png,Blue,No,880,220,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal; party,For sale,CapHatBeret1,11523,9CLccmJpKhs7z7GsP
beret,https://acnhcdn.com/acdb/headwear/CapHatBeret2.png,Green,No,880,220,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal; party,For sale,CapHatBeret2,11524,39uW3hcrPpBpudJrm
beret,https://acnhcdn.com/acdb/headwear/CapHatBeret3.png,Mustard,No,880,220,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal; party,For sale,CapHatBeret3,11525,gW77mBgBYahG3WcYf
beret,https://acnhcdn.com/acdb/headwear/CapHatBeret4.png,Gray,No,880,220,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal; party,For sale,CapHatBeret4,11526,RumHCxfL5TsdeSodA
beret,https://acnhcdn.com/acdb/headwear/CapHatBeret5.png,White,No,880,220,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal; party,For sale,CapHatBeret5,11527,4cJGWuLDDa2emHT9H
bicycle helmet,https://acnhcdn.com/acdb/headwear/CapHatCyclemet0.png,Blue,No,1100,275,Light blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty,For sale,CapHatCyclemet0,5282,kWrRgRFJ8PYExJvL6
bicycle helmet,https://acnhcdn.com/acdb/headwear/CapHatCyclemet1.png,Navy blue,No,1100,275,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty,For sale,CapHatCyclemet1,10219,tXGWFr2hrkQg6XgKy
bicycle helmet,https://acnhcdn.com/acdb/headwear/CapHatCyclemet2.png,Red,No,1100,275,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty,For sale,CapHatCyclemet2,10220,QDn7xQHdWZ6xPh3BT
bicycle helmet,https://acnhcdn.com/acdb/headwear/CapHatCyclemet3.png,Lime,No,1100,275,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty,For sale,CapHatCyclemet3,10221,mM2hGRaCP5ZaDdab6
bicycle helmet,https://acnhcdn.com/acdb/headwear/CapHatCyclemet4.png,Green,No,1100,275,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty,For sale,CapHatCyclemet4,10222,qqDW5HCEQdMJx5H5B
bicycle helmet,https://acnhcdn.com/acdb/headwear/CapHatCyclemet5.png,Orange,No,1100,275,Orange,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty,For sale,CapHatCyclemet5,10223,4GFrms76iFwwqSCkm
bicycle helmet,https://acnhcdn.com/acdb/headwear/CapHatCyclemet6.png,Purple,No,1100,275,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty,For sale,CapHatCyclemet6,10224,D2BTXoTXvvGwzyyuF
bicycle helmet,https://acnhcdn.com/acdb/headwear/CapHatCyclemet7.png,Pink,No,1100,275,Pink,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty,For sale,CapHatCyclemet7,10225,RZCHqdZeoMmDoGm4m
birthday hat,https://acnhcdn.com/acdb/headwear/CapHatBirthday0.png,Blue,No,NFS,600,Light blue,White,1x1,Birthday,,1.0.0,Gorgeous,party,Not for sale,CapHatBirthday0,4800,zndsngwExKbWTahZf
birthday hat,https://acnhcdn.com/acdb/headwear/CapHatBirthday1.png,Yellow,No,NFS,600,Yellow,White,1x1,Birthday,,1.0.0,Gorgeous,party,Not for sale,CapHatBirthday1,11031,KxQKjRzS2zDaXTS38
birthday hat,https://acnhcdn.com/acdb/headwear/CapHatBirthday2.png,Pink,No,NFS,600,Pink,White,1x1,Birthday,,1.0.0,Gorgeous,party,Not for sale,CapHatBirthday2,11032,SHSKySrv2c9QJHFbt
blue rose crown,https://acnhcdn.com/acdb/headwear/CapOrnamentRose4.png,Blue,Yes,NFS,12000,Blue,Blue,1x1,Crafting,,1.0.0,Cute,fairy tale; party; vacation,Not for sale,CapOrnamentRose4,7377,FMTDb2CYPMNxEfjTu
bowler hat with ribbon,https://acnhcdn.com/acdb/headwear/CapHatBowler0.png,Blue,No,1100,275,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,fairy tale; formal; party,For sale,CapHatBowler0,5296,WERjZwsMPdiWTSW75
bowler hat with ribbon,https://acnhcdn.com/acdb/headwear/CapHatBowler1.png,Beige,No,1100,275,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,fairy tale; formal; party,For sale,CapHatBowler1,10882,Zw2YFExjKxhPLh8m9
bowler hat with ribbon,https://acnhcdn.com/acdb/headwear/CapHatBowler2.png,Green,No,1100,275,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,fairy tale; formal; party,For sale,CapHatBowler2,10883,X7h5XGKTRyvZYhKvz
bowler hat with ribbon,https://acnhcdn.com/acdb/headwear/CapHatBowler3.png,Red,No,1100,275,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,fairy tale; formal; party,For sale,CapHatBowler3,10884,DXBymHgCPFMRd9ruP
bowler hat with ribbon,https://acnhcdn.com/acdb/headwear/CapHatBowler4.png,Pink,No,1100,275,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,fairy tale; formal; party,For sale,CapHatBowler4,10885,S6CNHQKo3qjp4rYvW
bun wig,https://acnhcdn.com/acdb/headwear/CapWigDoublebun0.png,Pink,No,1440,360,Pink,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,theatrical,For sale,CapWigDoublebun0,5693,3dY6G9juEFXKBWDjL
bun wig,https://acnhcdn.com/acdb/headwear/CapWigDoublebun1.png,Blue,No,1440,360,Blue,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,theatrical,For sale,CapWigDoublebun1,11888,SyzZ7uDqxmmvT5oWR
bun wig,https://acnhcdn.com/acdb/headwear/CapWigDoublebun2.png,Mustard,No,1440,360,Yellow,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,theatrical,For sale,CapWigDoublebun2,11889,cLo5L7JBf2GSajf58
bun wig,https://acnhcdn.com/acdb/headwear/CapWigDoublebun3.png,White,No,1440,360,White,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,theatrical,For sale,CapWigDoublebun3,11890,iHzbGt8cd8noNaNhK
bun wig,https://acnhcdn.com/acdb/headwear/CapWigDoublebun4.png,Purple,No,1440,360,Purple,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,theatrical,For sale,CapWigDoublebun4,11891,EB9fqNu8wNpRwg8j7
bun wig,https://acnhcdn.com/acdb/headwear/CapWigDoublebun5.png,Green,No,1440,360,Green,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,theatrical,For sale,CapWigDoublebun5,11892,MaH5ns6crjCLnh4Xv
bun wig,https://acnhcdn.com/acdb/headwear/CapWigDoublebun6.png,Orange,No,1440,360,Orange,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,theatrical,For sale,CapWigDoublebun6,11893,Xi5zbpjv8DuMCGhSg
Bunny Day crown,https://acnhcdn.com/acdb/headwear/CapOrnamentCEgg0.png,NA,Yes,NFS,2400,Colorful,Colorful,1x1,Crafting,"Obtained randomly from villager, egg message bottle or egg balloon during Bunny Day event",1.1.0a,Elegant,fairy tale; party; theatrical,Not for sale,CapOrnamentCEgg0,12445,22fHRtAozAf9F7KAP
bunny ears,https://acnhcdn.com/acdb/headwear/CapOrnamentFBunny0.png,Black,No,1120,280,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,CapOrnamentFBunny0,7209,guAKXMvkQjACjCeko
bunny ears,https://acnhcdn.com/acdb/headwear/CapOrnamentFBunny1.png,Pink,No,1120,280,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,CapOrnamentFBunny1,11902,ejbHqhzuDWKeRTJHB
bunny ears,https://acnhcdn.com/acdb/headwear/CapOrnamentFBunny2.png,Red,No,1120,280,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,CapOrnamentFBunny2,11903,Cp6KkLFeWf2ZjrxGG
bunny ears,https://acnhcdn.com/acdb/headwear/CapOrnamentFBunny3.png,Light blue,No,1120,280,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,CapOrnamentFBunny3,11904,vEGFBZeC8cs8uSHYX
bunny hood,https://acnhcdn.com/acdb/headwear/CapBangsRabbit0.png,Pink,No,1120,280,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party,For sale,CapBangsRabbit0,5325,kAc5WJ4RdbdwRZviu
bunny hood,https://acnhcdn.com/acdb/headwear/CapBangsRabbit1.png,Yellow,No,1120,280,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party,For sale,CapBangsRabbit1,11700,56pSbKmverxwgoWyA
bunny hood,https://acnhcdn.com/acdb/headwear/CapBangsRabbit2.png,White,No,1120,280,White,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party,For sale,CapBangsRabbit2,11701,yspHESBTkZq8CtqQ2
captain's hat,https://acnhcdn.com/acdb/headwear/CapHatCaptainWhite.png,White,No,1680,420,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,formal; work,For sale,CapHatCaptainWhite,5332,hKr3Y4nRnRQQji93W
cat cap,https://acnhcdn.com/acdb/headwear/CapBangsCat0.png,Navy blue,No,980,245,Blue,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,CapBangsCat0,5326,CJzRXGT2fjMnB3Rgh
cat cap,https://acnhcdn.com/acdb/headwear/CapBangsCat1.png,Brown,No,980,245,Brown,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,CapBangsCat1,11702,dsjqz48SY6TcQ7X7e
cat cap,https://acnhcdn.com/acdb/headwear/CapBangsCat2.png,White,No,980,245,White,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,CapBangsCat2,11703,vHB8gJoaSPoCJGkLz
catcher's mask,https://acnhcdn.com/acdb/headwear/CapFullfaceCatcher0.png,Red,No,1560,390,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,CapFullfaceCatcher0,6050,8zmdbp2tBykZTALsA
catcher's mask,https://acnhcdn.com/acdb/headwear/CapFullfaceCatcher1.png,Navy blue,No,1560,390,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,CapFullfaceCatcher1,11600,T5gi3Ez88i5d6CGsS
catcher's mask,https://acnhcdn.com/acdb/headwear/CapFullfaceCatcher2.png,Green,No,1560,390,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,CapFullfaceCatcher2,11601,nP3Qibz6spPJjfzuf
catcher's mask,https://acnhcdn.com/acdb/headwear/CapFullfaceCatcher3.png,Orange,No,1560,390,Black,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,CapFullfaceCatcher3,11602,FiRH6PxvgXwf7RXFL
catcher's mask,https://acnhcdn.com/acdb/headwear/CapFullfaceCatcher4.png,Yellow,No,1560,390,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,CapFullfaceCatcher4,11603,c9D7iWahWWuwwBhWm
cavalier hat,https://acnhcdn.com/acdb/headwear/CapHatCavalier0.png,Blue,No,1600,400,Blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,fairy tale; theatrical,For sale,CapHatCavalier0,5663,LiyDo5B8daue2r4yx
cavalier hat,https://acnhcdn.com/acdb/headwear/CapHatCavalier1.png,Red,No,1600,400,Red,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,fairy tale; theatrical,For sale,CapHatCavalier1,11807,jpuz4JgbGnmndBnrF
cavalier hat,https://acnhcdn.com/acdb/headwear/CapHatCavalier2.png,Green,No,1600,400,Green,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,fairy tale; theatrical,For sale,CapHatCavalier2,11808,7Hsa64WDuBsf9EWNk
chef's hat,https://acnhcdn.com/acdb/headwear/CapHatCockWhite.png,White,No,840,210,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,work,For sale,CapHatCockWhite,5140,nEKEfN4THZSYy2Fam
cherry hat,https://acnhcdn.com/acdb/headwear/CapHatCherry0.png,Red,Yes,NFS,1000,Red,Green,1x1,Crafting,,1.0.0,Cute,fairy tale; party; theatrical,Not for sale,CapHatCherry0,9873,zAezFwCd6zTXDiLmH
chic mum crown,https://acnhcdn.com/acdb/headwear/CapOrnamentMum2.png,Colorful,Yes,NFS,960,Pink,Purple,1x1,Crafting,,1.0.0,Cute,fairy tale; party; vacation,Not for sale,CapOrnamentMum2,5118,k3yYLEyKr9hmD482c
chic rose crown,https://acnhcdn.com/acdb/headwear/CapOrnamentRose3.png,Purple,Yes,NFS,2880,Purple,Black,1x1,Crafting,,1.0.0,Cute,fairy tale; party; vacation,Not for sale,CapOrnamentRose3,5113,AFGYn6gsbgZv7hR7h
chic tulip crown,https://acnhcdn.com/acdb/headwear/CapOrnamentTulip2.png,Colorful,Yes,NFS,1440,Purple,Pink,1x1,Crafting,,1.0.0,Cute,fairy tale; party; vacation,Not for sale,CapOrnamentTulip2,5103,egj5MuWKmQwuikuhY
coin headpiece,https://acnhcdn.com/acdb/headwear/CapHelmetCoinGold.png,Gold,No,NFS,1350,Yellow,Colorful,1x1,Gulliver,,1.0.0,Gorgeous,theatrical,Not for sale,CapHelmetCoinGold,6091,gZaTz678JajwxN46E
colorful striped knit cap,https://acnhcdn.com/acdb/headwear/CapHatColorful0.png,Red,No,880,220,Red,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; outdoorsy,For sale,CapHatColorful0,5409,9g2SAsCcRPBDN3a98
colorful striped knit cap,https://acnhcdn.com/acdb/headwear/CapHatColorful1.png,Blue,No,880,220,Blue,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; outdoorsy,For sale,CapHatColorful1,10957,MNneFtRkQ4zH3N8TD
colorful striped knit cap,https://acnhcdn.com/acdb/headwear/CapHatColorful2.png,Green,No,880,220,Green,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; outdoorsy,For sale,CapHatColorful2,10958,JvH9LbcQAaF3dFonA
