Name,Image,Variation,DIY,Buy,Sell,Color1,Color2,Source,SourceNotes,Style,LabelThemes,Catalog
buttoned lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace3.png,green,No,1200,300,green,green,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; fairy tale; comfy; vacation,fs
buttoned lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace4.png,purple,No,1200,300,purple,purple,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; fairy tale; comfy; vacation,fs
buttoned wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor0.png,gray,No,1820,455,gray,black,Able Sisters,Available from Able Sisters shop only,elegant,everyday; formal,fs
buttoned wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor1.png,blue,No,1820,455,blue,black,Able Sisters,Available from Able Sisters shop only,elegant,everyday; formal,fs
buttoned wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor2.png,orange,No,1820,455,orange,black,Able Sisters,Available from Able Sisters shop only,elegant,everyday; formal,fs
buttoned wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor3.png,pink,No,1820,455,pink,black,Able Sisters,Available from Able Sisters shop only,elegant,everyday; formal,fs
buttoned wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor4.png,green,No,1820,455,green,black,Able Sisters,Available from Able Sisters shop only,elegant,everyday; formal,fs
buttoned wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor5.png,purple,No,1820,455,purple,black,Able Sisters,Available from Able Sisters shop only,elegant,everyday; formal,fs
camo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage0.png,brown,No,1300,325,brown,beige,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cool,everyday; outdoorsy,fs
camo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage1.png,avocado,No,1300,325,green,beige,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cool,everyday; outdoorsy,fs
camo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage2.png,pink,No,1300,325,pink,brown,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cool,everyday; outdoorsy,fs
camo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage3.png,blue,No,1300,325,blue,light blue,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cool,everyday; outdoorsy,fs
camo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage4.png,gray,No,1300,325,gray,black,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cool,everyday; outdoorsy,fs
camo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage5.png,purple,No,1300,325,purple,purple,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cool,everyday; outdoorsy,fs
camo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage6.png,red,No,1300,325,red,beige,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cool,everyday; outdoorsy,fs
camo skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCamo0.png,brown,No,1300,325,brown,beige,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cool,everyday; outdoorsy,fs
camo skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCamo1.png,avocado,No,1300,325,green,beige,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cool,everyday; outdoorsy,fs
camo skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCamo2.png,pink,No,1300,325,pink,brown,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cool,everyday; outdoorsy,fs
camo skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCamo3.png,blue,No,1300,325,blue,light blue,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cool,everyday; outdoorsy,fs
camo skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCamo4.png,gray,No,1300,325,gray,black,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cool,everyday; outdoorsy,fs
camo skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCamo5.png,purple,No,1300,325,purple,purple,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cool,everyday; outdoorsy,fs
camo skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCamo6.png,red,No,1300,325,red,beige,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cool,everyday; outdoorsy,fs
career skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCareer0.png,gray,No,1560,390,gray,gray,Able Sisters,Available from Able Sisters shop only,simple,formal; work,fs
career skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCareer1.png,beige,No,1560,390,beige,beige,Able Sisters,Available from Able Sisters shop only,simple,formal; work,fs
career skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCareer2.png,peach,No,1560,390,pink,pink,Able Sisters,Available from Able Sisters shop only,simple,formal; work,fs
career skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCareer3.png,light blue,No,1560,390,light blue,light blue,Able Sisters,Available from Able Sisters shop only,simple,formal; work,fs
career skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCareer4.png,pink,No,1560,390,pink,pink,Able Sisters,Available from Able Sisters shop only,simple,formal; work,fs
career skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCareer5.png,green,No,1560,390,green,green,Able Sisters,Available from Able Sisters shop only,simple,formal; work,fs
career skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCareer6.png,blue,No,1560,390,blue,blue,Able Sisters,Available from Able Sisters shop only,simple,formal; work,fs
career skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCareer7.png,red,No,1560,390,red,red,Able Sisters,Available from Able Sisters shop only,simple,formal; work,fs
cargo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideCargo0.png,avocado,No,770,192,green,green,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; outdoorsy,fs
cargo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideCargo1.png,beige,No,770,192,beige,beige,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; outdoorsy,fs
cargo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideCargo2.png,navy blue,No,770,192,blue,blue,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; outdoorsy,fs
cargo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideCargo3.png,mustard,No,770,192,yellow,yellow,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; outdoorsy,fs
cargo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideCargo4.png,brown,No,770,192,brown,brown,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; outdoorsy,fs
cargo shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfCargo0.png,beige,No,1080,270,beige,beige,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; outdoorsy; comfy; vacation,fs
cargo shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfCargo1.png,navy blue,No,1080,270,blue,blue,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; outdoorsy; comfy; vacation,fs
cargo shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfCargo2.png,avocado,No,1080,270,green,green,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; outdoorsy; comfy; vacation,fs
cargo shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfCargo3.png,camel,No,1080,270,yellow,yellow,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; outdoorsy; comfy; vacation,fs
cargo shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfCargo4.png,brown,No,1080,270,brown,brown,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; outdoorsy; comfy; vacation,fs
casual pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideEasy0.png,navy blue,No,1100,275,blue,blue,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; comfy,fs
casual pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideEasy1.png,gray,No,1100,275,gray,gray,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; comfy,fs
casual pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideEasy2.png,green,No,1100,275,green,green,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; comfy,fs
casual pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideEasy3.png,beige,No,1100,275,beige,beige,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; comfy,fs
casual pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideEasy4.png,black,No,1100,275,black,black,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; comfy,fs
casual pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideEasy5.png,brown,No,1100,275,brown,brown,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; comfy,fs
chain pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChain0.png,red,No,1300,325,red,black,Able Sisters,Available from Able Sisters shop only,cool,everyday; theatrical,fs
chain pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChain1.png,blue,No,1300,325,blue,black,Able Sisters,Available from Able Sisters shop only,cool,everyday; theatrical,fs
chain pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChain2.png,white,No,1300,325,white,black,Able Sisters,Available from Able Sisters shop only,cool,everyday; theatrical,fs
chain pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChain3.png,black,No,1300,325,black,black,Able Sisters,Available from Able Sisters shop only,cool,everyday; theatrical,fs
chino pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChino0.png,beige,No,700,175,beige,beige,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; work,fs
chino pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChino1.png,brown,No,700,175,brown,brown,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; work,fs
chino pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChino2.png,navy blue,No,700,175,blue,blue,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; work,fs
chino pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChino3.png,avocado,No,700,175,green,green,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; work,fs
chino pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChino4.png,gray,No,700,175,gray,gray,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; work,fs
chino pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChino5.png,red,No,700,175,red,red,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; work,fs
chino pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChino6.png,blue,No,700,175,blue,blue,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; work,fs
chino pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChino7.png,yellow,No,700,175,yellow,yellow,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; work,fs
colorful skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongEnaguas0.png,red,No,1100,275,red,green,Able Sisters,Available from Able Sisters shop only,simple,comfy; vacation,fs
colorful skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongEnaguas1.png,blue,No,1100,275,blue,orange,Able Sisters,Available from Able Sisters shop only,simple,comfy; vacation,fs
colorful skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongEnaguas2.png,pink,No,1100,275,pink,green,Able Sisters,Available from Able Sisters shop only,simple,comfy; vacation,fs
colorful skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongEnaguas3.png,green,No,1100,275,green,pink,Able Sisters,Available from Able Sisters shop only,simple,comfy; vacation,fs
colorful skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongEnaguas4.png,orange,No,1100,275,red,blue,Able Sisters,Available from Able Sisters shop only,simple,comfy; vacation,fs
comedian's pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalComedian0.png,orange,No,2100,525,orange,black,Able Sisters,Available from Able Sisters shop only,gorgeous,party; theatrical,fs
comedian's pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalComedian1.png,blue,No,2100,525,blue,black,Able Sisters,Available from Able Sisters shop only,gorgeous,party; theatrical,fs
comedian's pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalComedian2.png,red,No,2100,525,red,black,Able Sisters,Available from Able Sisters shop only,gorgeous,party; theatrical,fs
comedian's pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalComedian3.png,yellow,No,2100,525,yellow,black,Able Sisters,Available from Able Sisters shop only,gorgeous,party; theatrical,fs
