Name,Image,Variation,BodyTitle,Pattern,PatternTitle,DIY,Customize,KitCost,Buy,Sell,Source,Catalog
alli,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
alli,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
alli,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
alli,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
alli,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
amelia,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
amelia,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
amelia,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
amelia,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
amelia,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
amelia,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
amelia,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
amelia,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
anabelle,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
anabelle,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
anabelle,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
anabelle,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
anabelle,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
anabelle,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
anabelle,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
anabelle,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
anchovy,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
anchovy,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
anchovy,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
anchovy,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
anchovy,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
anchovy,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
anchovy,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
anchovy,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
angus,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
angus,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
angus,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
angus,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
angus,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
angus,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
angus,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
angus,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
anicotti,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
anicotti,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
anicotti,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
anicotti,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
anicotti,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
anicotti,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
anicotti,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
anicotti,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
ankha,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat19_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
ankha,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat19_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
ankha,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat19_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
ankha,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat19_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
ankha,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat19_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
ankha,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat19_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
ankha,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat19_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
ankha,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat19_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
annalisa,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt08_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
annalisa,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt08_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
annalisa,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt08_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
annalisa,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt08_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
annalisa,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt08_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
annalisa,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt08_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
annalisa,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt08_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
annalisa,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt08_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
annalise,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs09_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
annalise,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs09_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
annalise,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs09_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
annalise,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs09_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
annalise,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs09_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
annalise,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs09_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
annalise,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs09_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
annalise,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs09_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
antonio,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt01_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
antonio,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt01_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
antonio,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt01_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
antonio,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt01_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
antonio,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt01_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
antonio,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt01_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
antonio,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt01_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
antonio,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt01_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
apollo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr00_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
apollo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr00_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
apollo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr00_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
apollo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr00_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
apollo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr00_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
apollo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr00_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
apollo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr00_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
apollo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr00_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
apple,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam01_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
apple,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam01_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
apple,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam01_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
apple,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam01_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
apple,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam01_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
apple,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam01_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
apple,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam01_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
apple,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam01_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
astrid,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKgr05_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
astrid,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKgr05_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
astrid,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKgr05_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
astrid,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKgr05_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
astrid,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKgr05_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
astrid,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKgr05_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
astrid,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKgr05_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
astrid,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKgr05_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
audie,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol12_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
audie,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol12_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
audie,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol12_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
audie,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol12_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
audie,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol12_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
audie,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol12_Remake_5_0.png,colorful,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
audie,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol12_Remake_6_0.png,silver,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
audie,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlWol12_Remake_7_0.png,gold,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
aurora,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPgn00_Remake_0_0.png,natural wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
aurora,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPgn00_Remake_1_0.png,dark wood,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
aurora,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPgn00_Remake_2_0.png,pastel,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
aurora,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPgn00_Remake_3_0.png,white,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
aurora,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPgn00_Remake_4_0.png,pop,frame,NA,NA,No,Yes,1,-1,10,High Friendship,nfs
