Name,Image,Variation,DIY,Buy,Sell,Color1,Color2,Size,Source,SourceNotes,Version,Style,Label Themes,Catalog,Filename,InternalID,UniqueEntryID
baby-chick costume,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceRibNChick2.png,Beige,No,1700,425,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,TopsTexOnepieceRibNChick2,9641,ypSLLZTw54xErGjfT
baji jeogori,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceKimonoLKorea0.png,Blue,No,2520,630,Blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal,For sale,TopsTexOnepieceKimonoLKorea0,5818,oiNZmTDej7FHJY8Ab
baji jeogori,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceKimonoLKorea1.png,Purple,No,2520,630,Purple,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal,For sale,TopsTexOnepieceKimonoLKorea1,9166,MiGR4W6zqSmxAaidp
baji jeogori,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceKimonoLKorea2.png,Aqua,No,2520,630,Light blue,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal,For sale,TopsTexOnepieceKimonoLKorea2,9167,AJkbvYDxyGcQpGKFG
baji jeogori,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceKimonoLKorea3.png,Black,No,2520,630,Black,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal,For sale,TopsTexOnepieceKimonoLKorea3,9168,MapEioZAxqTnzK2Mz
ballet outfit,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonNBallet0.png,Pink,No,2880,720,Pink,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; sporty; theatrical; work,For sale,TopsTexOnepieceBalloonNBallet0,3166,PR8F8HXT6zhFmiSoL
ballet outfit,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonNBallet1.png,Mint,No,2880,720,Green,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; sporty; theatrical; work,For sale,TopsTexOnepieceBalloonNBallet1,9412,5ppj9ELW2ts4jnpfK
ballet outfit,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonNBallet2.png,Blue,No,2880,720,Blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; sporty; theatrical; work,For sale,TopsTexOnepieceBalloonNBallet2,9413,xZnnLbWuk4NqYx7da
ballet outfit,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonNBallet3.png,Purple,No,2880,720,Purple,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; sporty; theatrical; work,For sale,TopsTexOnepieceBalloonNBallet3,9414,a3SPLxg8gvdHASamJ
ballet outfit,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonNBallet4.png,Black,No,2880,720,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; sporty; theatrical; work,For sale,TopsTexOnepieceBalloonNBallet4,9415,cZuKQFyeLymFGDngJ
ballet outfit,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonNBallet5.png,White,No,2880,720,White,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; sporty; theatrical; work,For sale,TopsTexOnepieceBalloonNBallet5,9416,cRmBbYvn7e6bdJBfi
ballet outfit,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonNBallet6.png,Yellow,No,2880,720,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; sporty; theatrical; work,For sale,TopsTexOnepieceBalloonNBallet6,9417,wFeRZDBHF9PmpaH8q
ballet outfit,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonNBallet7.png,Red,No,2880,720,Red,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; sporty; theatrical; work,For sale,TopsTexOnepieceBalloonNBallet7,9418,BXLtytts48iRPNmy9
balmacaan coat,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBlongLBalmakarn0.png,Avocado,No,1540,385,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday,For sale,TopsTexOnepieceBlongLBalmakarn0,4606,ZSrYa9yCZuEtRuDXa
balmacaan coat,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBlongLBalmakarn1.png,Beige,No,1540,385,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday,For sale,TopsTexOnepieceBlongLBalmakarn1,9306,j36QhnToq72NcFoTv
balmacaan coat,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBlongLBalmakarn2.png,Navy blue,No,1540,385,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday,For sale,TopsTexOnepieceBlongLBalmakarn2,9307,6dMCMfwf8Gekwt6ww
baseball uniform,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLBaseball0.png,Red,No,1760,440,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,TopsTexOnepieceOverallLBaseball0,3611,HhoXdZZZWxQGCk752
baseball uniform,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLBaseball1.png,Navy blue,No,1760,440,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,TopsTexOnepieceOverallLBaseball1,11106,CziYkwQpHnwwgwmsF
baseball uniform,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLBaseball2.png,Green,No,1760,440,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,TopsTexOnepieceOverallLBaseball2,11107,RPu7p2wCQzzJsoZ9F
baseball uniform,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLBaseball3.png,Orange,No,1760,440,Black,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,TopsTexOnepieceOverallLBaseball3,11108,3gxYZqHjofPiXoQYi
baseball uniform,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLBaseball4.png,Yellow,No,1760,440,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,TopsTexOnepieceOverallLBaseball4,11109,DhRRcfvrdTfMFERYf
bath-towel wrap,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBoxNBathtowel0.png,Pink,No,630,157,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,comfy,For sale,TopsTexOnepieceBoxNBathtowel0,4361,maeBfSoK7TC9hgFNX
bath-towel wrap,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBoxNBathtowel1.png,White,No,630,157,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,comfy,For sale,TopsTexOnepieceBoxNBathtowel1,7811,JS6Z64sHXkWgXYWvE
bath-towel wrap,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBoxNBathtowel2.png,Blue,No,630,157,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,comfy,For sale,TopsTexOnepieceBoxNBathtowel2,7812,cstqgzaWuqDB8ti93
bath-towel wrap,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBoxNBathtowel3.png,Green,No,630,157,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,comfy,For sale,TopsTexOnepieceBoxNBathtowel3,7813,4CLJ5docy9jtzAG4z
bath-towel wrap,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBoxNBathtowel4.png,Purple,No,630,157,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,comfy,For sale,TopsTexOnepieceBoxNBathtowel4,7814,cZrL49HyDM6tjieuB
bath-towel wrap,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBoxNBathtowel5.png,Black,No,630,157,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,comfy,For sale,TopsTexOnepieceBoxNBathtowel5,7815,FAb5AGmEnEdCqCp4F
bath-towel wrap,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBoxNBathtowel6.png,Brown,No,630,157,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,comfy,For sale,TopsTexOnepieceBoxNBathtowel6,7816,BQj2oNwq8HYhtenp8
bathrobe,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBoxLBathrobes0.png,White,No,720,180,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,comfy,For sale,TopsTexOnepieceBoxLBathrobes0,3165,nW28CtMTSt7iNNEQZ
bathrobe,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBoxLBathrobes1.png,Pink,No,720,180,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,comfy,For sale,TopsTexOnepieceBoxLBathrobes1,7817,WF5NasbTTRETdwzHn
bathrobe,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBoxLBathrobes2.png,Blue,No,720,180,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,comfy,For sale,TopsTexOnepieceBoxLBathrobes2,7818,XY5ESy5YS2XvYXPYa
bathrobe,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBoxLBathrobes3.png,Green,No,720,180,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,comfy,For sale,TopsTexOnepieceBoxLBathrobes3,7819,gjHaiKH55sce26ZSY
bathrobe,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBoxLBathrobes4.png,Purple,No,720,180,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,comfy,For sale,TopsTexOnepieceBoxLBathrobes4,7820,6z4GYHuFH3sZinmww
bathrobe,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBoxLBathrobes5.png,Black,No,720,180,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,comfy,For sale,TopsTexOnepieceBoxLBathrobes5,7821,Hpg2duFhoHoKHDrqj
bathrobe,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBoxLBathrobes6.png,Brown,No,720,180,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,comfy,For sale,TopsTexOnepieceBoxLBathrobes6,7822,98b39TTftthoRbnsR
bear costume,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLBear0.png,Brown,No,1700,425,Brown,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,TopsTexOnepieceOverallLBear0,3417,hjNai4dfzoqt6oX2m
bear costume,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLBear1.png,Black,No,1700,425,Black,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,TopsTexOnepieceOverallLBear1,9628,tbpLhy27tD3AQPYCD
bear costume,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLBear2.png,Pink,No,1700,425,Pink,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,TopsTexOnepieceOverallLBear2,9629,mB4TGMowDroYHofZt
bear costume,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceOverallLBear3.png,Blue,No,1700,425,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,TopsTexOnepieceOverallLBear3,9630,rs5SZ3Qh4gxjafnSM
bekasab robe,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceAlongLUzbek0.png,Red,No,2520,630,Red,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,everyday; formal,For sale,TopsTexOnepieceAlongLUzbek0,10906,Q34fhddd9EffXaHvS
bekasab robe,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceAlongLUzbek1.png,Blue,No,2520,630,Light blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,everyday; formal,For sale,TopsTexOnepieceAlongLUzbek1,11995,qPLZ3iuMRK7o5CnWK
bekasab robe,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceAlongLUzbek2.png,Camel,No,2520,630,Orange,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,everyday; formal,For sale,TopsTexOnepieceAlongLUzbek2,11996,eq8oNByquPyya2TuN
bekasab robe,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceAlongLUzbek3.png,Purple,No,2520,630,Purple,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,everyday; formal,For sale,TopsTexOnepieceAlongLUzbek3,11997,36BRJXGD3tMyAmc2g
belted dotted dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonHPolkadot0.png,Light blue,No,2000,500,Light blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,fairy tale; party; vacation,For sale,TopsTexOnepieceBalloonHPolkadot0,3054,PwiZ9vT4c8kDb3F83
belted dotted dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonHPolkadot1.png,Pink,No,2000,500,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,fairy tale; party; vacation,For sale,TopsTexOnepieceBalloonHPolkadot1,8866,aoGyqkZ4sz3rm5W9h
belted dotted dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonHPolkadot2.png,Yellow,No,2000,500,Yellow,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,fairy tale; party; vacation,For sale,TopsTexOnepieceBalloonHPolkadot2,8867,bkwKdTiDoub9FjgBg
belted dotted dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceBalloonHPolkadot3.png,Green,No,2000,500,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,fairy tale; party; vacation,For sale,TopsTexOnepieceBalloonHPolkadot3,8868,ABXLKuYheFcunS3pk
bingata dress,https://acnhcdn.com/acdb/dresses/TopsTexOnepieceKimonoLBingata0.png,Yellow,No,2520,630,Yellow,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,theatrical,For sale,TopsTexOnepieceKimonoLBingata0,10908,XfmN6jSCvgu5jd6Y6
