Name,Image,Variation,DIY,Buy,Sell,Color1,Color2,Size,Source,SourceNotes,Version,Style,LabelThemes,Catalog,Filename,InternalID,UniqueEntryID
basketball shorts,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHalfBasketball0.png,Purple,No,980,245,Purple,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,sporty; work,For sale,BottomsTexPantsHalfBasketball0,5720,yTsGx7eQh4JWNdXB2
basketball shorts,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHalfBasketball1.png,Red,No,980,245,Red,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,sporty; work,For sale,BottomsTexPantsHalfBasketball1,11307,TpYJQMq2Z8tEkK2Wd
basketball shorts,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHalfBasketball2.png,Green,No,980,245,Green,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,sporty; work,For sale,BottomsTexPantsHalfBasketball2,11308,KCggjKmE8js3MG6bq
basketball shorts,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHalfBasketball3.png,Orange,No,980,245,Orange,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,sporty; work,For sale,BottomsTexPantsHalfBasketball3,11309,iHFbTwYkKaqut6RnX
basketball shorts,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHalfBasketball4.png,Blue,No,980,245,Blue,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,sporty; work,For sale,BottomsTexPantsHalfBasketball4,11310,4iB4fmJjkKNNzWJBS
basketball shorts,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHalfBasketball5.png,Yellow,No,980,245,Yellow,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,sporty; work,For sale,BottomsTexPantsHalfBasketball5,11311,zjahPrxJ4ZBRcnq74
basketball shorts,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHalfBasketball6.png,Light blue,No,980,245,Light blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,sporty; work,For sale,BottomsTexPantsHalfBasketball6,11312,iDr7MMuWGDqgsh5Be
basketball shorts,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHalfBasketball7.png,Black,No,980,245,Black,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,sporty; work,For sale,BottomsTexPantsHalfBasketball7,11313,gRj6pG26jHFQZB8TA
bell-bottoms,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWideBellbottoms0.png,Orange,No,1320,330,Orange,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,everyday,For sale,BottomsTexPantsWideBellbottoms0,4364,sAGeX7YksW4qTsRz9
bell-bottoms,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWideBellbottoms1.png,Brown,No,1320,330,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,everyday,For sale,BottomsTexPantsWideBellbottoms1,9270,AhZR3qCS8owvTgWS9
bell-bottoms,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWideBellbottoms2.png,Beige,No,1320,330,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,everyday,For sale,BottomsTexPantsWideBellbottoms2,9271,h5fKoKik2BmT6JPAb
bell-bottoms,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWideBellbottoms3.png,Green,No,1320,330,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,everyday,For sale,BottomsTexPantsWideBellbottoms3,9272,tn3suswYrh2ZcD649
bell-bottoms,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsWideBellbottoms4.png,Blue,No,1320,330,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,everyday,For sale,BottomsTexPantsWideBellbottoms4,9273,mRdLrYzxuYuP7yqB9
belted wraparound skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongWrap0.png,Yellow,No,1040,260,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; comfy,For sale,BottomsTexSkirtLongWrap0,4545,6j99icX2C8n2NQSxe
belted wraparound skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongWrap1.png,Red,No,1040,260,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; comfy,For sale,BottomsTexSkirtLongWrap1,8721,TuKyTJdQckfqf2nae
belted wraparound skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongWrap2.png,Green,No,1040,260,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; comfy,For sale,BottomsTexSkirtLongWrap2,8722,FCtNFz4XG85wdDcbu
belted wraparound skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongWrap3.png,Blue,No,1040,260,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; comfy,For sale,BottomsTexSkirtLongWrap3,8723,Z3y37JrC5nnCjyFgC
boa shorts,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHalfBoa0.png,Purple,No,1200,300,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexPantsHalfBoa0,5419,hHHSAxKeTKy94FrLh
boa shorts,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHalfBoa1.png,Avocado,No,1200,300,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexPantsHalfBoa1,9114,diDTCzmh2EfcQ8Est
boa shorts,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHalfBoa2.png,Beige,No,1200,300,Beige,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexPantsHalfBoa2,9115,rxrscQDTFaB6T3CS3
boa shorts,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHalfBoa3.png,Blue,No,1200,300,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexPantsHalfBoa3,9116,uNMeoCpWFsgQnhyGJ
boa shorts,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHalfBoa4.png,Red,No,1200,300,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexPantsHalfBoa4,9117,Ydd3mZGaYrNupaAop
boa shorts,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHalfBoa5.png,Orange,No,1200,300,Orange,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexPantsHalfBoa5,9118,nmpe6DS922LwufDP5
boa shorts,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHalfBoa6.png,Peacock blue,No,1200,300,Light blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexPantsHalfBoa6,9119,y3bqMB4hjKdxHjeRQ
boa shorts,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHalfBoa7.png,Black,No,1200,300,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexPantsHalfBoa7,9120,3Z3cYyfhRkhmDKKKP
boa skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxBoa0.png,Green,No,1300,325,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexSkirtBoxBoa0,5418,nFzxYepHxpSzdLHrw
boa skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxBoa1.png,Blue,No,1300,325,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexSkirtBoxBoa1,9107,MYjHWe4KXX2bDwP6k
boa skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxBoa2.png,Purple,No,1300,325,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexSkirtBoxBoa2,9108,eSPxEhawpKLm2ceMk
boa skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxBoa3.png,Red,No,1300,325,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexSkirtBoxBoa3,9109,ef7PeMEWM8geRb2JX
boa skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxBoa4.png,Yellow,No,1300,325,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexSkirtBoxBoa4,9110,sBZFNvhEg4Bsi8WLM
boa skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxBoa5.png,Light blue,No,1300,325,Light blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexSkirtBoxBoa5,9111,JzeKHWEDDS5k9KpBy
boa skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxBoa6.png,Beige,No,1300,325,Beige,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexSkirtBoxBoa6,9112,GtiB2HMiy56rLvCYA
boa skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxBoa7.png,Brown,No,1300,325,Brown,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; outdoorsy,For sale,BottomsTexSkirtBoxBoa7,9113,uDTLrmXkDEqToQbJ3
bomber-style skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongMaone0.png,Avocado,No,1320,330,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexSkirtLongMaone0,5722,jhqr7bGfmAXM6uK3x
bomber-style skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongMaone1.png,Black,No,1320,330,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexSkirtLongMaone1,11663,Bp7H3PBvjLpJycCqv
bomber-style skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongMaone2.png,Blue,No,1320,330,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexSkirtLongMaone2,11664,EQerBX3MAFt27siGH
bomber-style skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongMaone3.png,Brown,No,1320,330,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexSkirtLongMaone3,11665,xy5EjisA8WfpzSGcW
botanical shorts,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHalfBotanical0.png,Black,No,700,175,Black,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,comfy; vacation,For sale,BottomsTexPantsHalfBotanical0,5854,kFwQPwqhakmXTPHC2
botanical shorts,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsHalfBotanical1.png,White,No,700,175,White,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,comfy; vacation,For sale,BottomsTexPantsHalfBotanical1,9193,iDnWPtRoBpziJEEwt
box-pleated skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxBoxpleats0.png,Light blue,No,1320,330,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,BottomsTexSkirtBoxBoxpleats0,5703,Rwte5DmWEbaQdQgqu
box-pleated skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxBoxpleats1.png,Beige,No,1320,330,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,BottomsTexSkirtBoxBoxpleats1,11786,MXmzA39FLKtQzzCpv
box-pleated skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxBoxpleats2.png,Red,No,1320,330,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,BottomsTexSkirtBoxBoxpleats2,11787,KxYmNHwegBmRL9uxJ
box-pleated skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxBoxpleats3.png,Green,No,1320,330,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,BottomsTexSkirtBoxBoxpleats3,11788,LrqFHr8zsLgjDoBtZ
buttoned lace skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongLace0.png,Yellow,No,1200,300,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; fairy tale; comfy; vacation,For sale,BottomsTexSkirtLongLace0,5421,n4JbiQzu22rdtdy9a
buttoned lace skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongLace1.png,White,No,1200,300,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; fairy tale; comfy; vacation,For sale,BottomsTexSkirtLongLace1,8727,hYFNGFXqrvmujTJJm
buttoned lace skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongLace2.png,Pink,No,1200,300,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; fairy tale; comfy; vacation,For sale,BottomsTexSkirtLongLace2,8728,sJnpKrkWcAxGxoaix
buttoned lace skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongLace3.png,Green,No,1200,300,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; fairy tale; comfy; vacation,For sale,BottomsTexSkirtLongLace3,8729,MYzQEa7dvMqmrWLN7
buttoned lace skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongLace4.png,Purple,No,1200,300,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; fairy tale; comfy; vacation,For sale,BottomsTexSkirtLongLace4,8730,tkit3npe9HwdDufJQ
buttoned wraparound skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongWrapbicolor0.png,Gray,No,1820,455,Gray,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal,For sale,BottomsTexSkirtLongWrapbicolor0,5816,MeqvzbNAieKTjMAgF
buttoned wraparound skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongWrapbicolor1.png,Blue,No,1820,455,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal,For sale,BottomsTexSkirtLongWrapbicolor1,8731,YYgfpmdbXNoCFzBmw
buttoned wraparound skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongWrapbicolor2.png,Orange,No,1820,455,Orange,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal,For sale,BottomsTexSkirtLongWrapbicolor2,8732,ypymB5aMKxZStb8ch
buttoned wraparound skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongWrapbicolor3.png,Pink,No,1820,455,Pink,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal,For sale,BottomsTexSkirtLongWrapbicolor3,8733,rEFFT7saJTdTb6kG8
buttoned wraparound skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongWrapbicolor4.png,Green,No,1820,455,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal,For sale,BottomsTexSkirtLongWrapbicolor4,8734,JCkkAtMCEr6kaRwaH
buttoned wraparound skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtLongWrapbicolor5.png,Purple,No,1820,455,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday; formal,For sale,BottomsTexSkirtLongWrapbicolor5,8735,BEqJbSTipj8WRGE55
camo pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsNormalCamouflage0.png,Brown,No,1300,325,Brown,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexPantsNormalCamouflage0,3342,aNFpYieN49dxPKyYy
camo pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsNormalCamouflage1.png,Avocado,No,1300,325,Green,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexPantsNormalCamouflage1,10185,qtsT4H3FaWL6rb8Pp
camo pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsNormalCamouflage2.png,Pink,No,1300,325,Pink,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexPantsNormalCamouflage2,10186,nXT2XiJEx3CHegAip
camo pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsNormalCamouflage3.png,Blue,No,1300,325,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexPantsNormalCamouflage3,10187,26N6fryHPqE2DNxTR
camo pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsNormalCamouflage4.png,Gray,No,1300,325,Gray,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexPantsNormalCamouflage4,10188,EAtqzquCLivjkZhWr
camo pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsNormalCamouflage5.png,Purple,No,1300,325,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexPantsNormalCamouflage5,10189,H86rkRrvcpRorAzTf
camo pants,https://acnhcdn.com/acdb/bottoms/BottomsTexPantsNormalCamouflage6.png,Red,No,1300,325,Red,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexPantsNormalCamouflage6,10190,5dYWfib2BWXgC3Rc4
camo skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxCamo0.png,Brown,No,1300,325,Brown,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexSkirtBoxCamo0,4434,q5c559aFcRKoBNr4w
camo skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxCamo1.png,Avocado,No,1300,325,Green,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexSkirtBoxCamo1,11322,GvqcgrFieJhgy5Jpw
camo skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxCamo2.png,Pink,No,1300,325,Pink,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexSkirtBoxCamo2,11323,oz3YufzmPiL39q4CM
camo skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxCamo3.png,Blue,No,1300,325,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexSkirtBoxCamo3,11324,HpyMqkJ4oWAietZmq
camo skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxCamo4.png,Gray,No,1300,325,Gray,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexSkirtBoxCamo4,11325,tZTrTGhi5YdxdNi8f
camo skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxCamo5.png,Purple,No,1300,325,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexSkirtBoxCamo5,11326,BNhmc7m6TBukQNosf
camo skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxCamo6.png,Red,No,1300,325,Red,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,everyday; outdoorsy,For sale,BottomsTexSkirtBoxCamo6,11327,5vPqqjmwqkMBLpm8y
career skirt,https://acnhcdn.com/acdb/bottoms/BottomsTexSkirtBoxCareer0.png,Gray,No,1560,390,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,formal; work,For sale,BottomsTexSkirtBoxCareer0,4504,nPFtncH3euNHGz2dj
