Name,Image,Variation,DIY,Buy,Sell,Color1,Color2,Source,SourceNotes,Style,LabelThemes,Catalog
bath-towel wrap,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNBathtowel4.png,purple,No,630,157,purple,purple,Able Sisters,Available from Able Sisters shop only,simple,comfy,fs
bath-towel wrap,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNBathtowel5.png,black,No,630,157,black,black,Able Sisters,Available from Able Sisters shop only,simple,comfy,fs
bath-towel wrap,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNBathtowel6.png,brown,No,630,157,brown,brown,Able Sisters,Available from Able Sisters shop only,simple,comfy,fs
bathrobe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBathrobes0.png,white,No,720,180,white,white,Able Sisters,Available from Able Sisters shop only,simple,comfy,fs
bathrobe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBathrobes1.png,pink,No,720,180,pink,pink,Able Sisters,Available from Able Sisters shop only,simple,comfy,fs
bathrobe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBathrobes2.png,blue,No,720,180,light blue,light blue,Able Sisters,Available from Able Sisters shop only,simple,comfy,fs
bathrobe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBathrobes3.png,green,No,720,180,green,green,Able Sisters,Available from Able Sisters shop only,simple,comfy,fs
bathrobe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBathrobes4.png,purple,No,720,180,purple,purple,Able Sisters,Available from Able Sisters shop only,simple,comfy,fs
bathrobe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBathrobes5.png,black,No,720,180,black,black,Able Sisters,Available from Able Sisters shop only,simple,comfy,fs
bathrobe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBathrobes6.png,brown,No,720,180,brown,brown,Able Sisters,Available from Able Sisters shop only,simple,comfy,fs
bear costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBear0.png,brown,No,1700,425,brown,beige,Able Sisters,Available from Able Sisters shop only,cute,fairy tale; party; theatrical,fs
bear costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBear1.png,black,No,1700,425,black,beige,Able Sisters,Available from Able Sisters shop only,cute,fairy tale; party; theatrical,fs
bear costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBear2.png,pink,No,1700,425,pink,beige,Able Sisters,Available from Able Sisters shop only,cute,fairy tale; party; theatrical,fs
bear costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBear3.png,blue,No,1700,425,light blue,white,Able Sisters,Available from Able Sisters shop only,cute,fairy tale; party; theatrical,fs
bekasab robe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLUzbek0.png,red,No,2520,630,red,brown,Able Sisters,Available from Able Sisters shop only,gorgeous,everyday; formal,fs
bekasab robe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLUzbek1.png,blue,No,2520,630,light blue,blue,Able Sisters,Available from Able Sisters shop only,gorgeous,everyday; formal,fs
bekasab robe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLUzbek2.png,camel,No,2520,630,orange,brown,Able Sisters,Available from Able Sisters shop only,gorgeous,everyday; formal,fs
bekasab robe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLUzbek3.png,purple,No,2520,630,purple,pink,Able Sisters,Available from Able Sisters shop only,gorgeous,everyday; formal,fs
belted dotted dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHPolkadot0.png,light blue,No,2000,500,light blue,white,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cute,fairy tale; party; vacation,fs
belted dotted dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHPolkadot1.png,pink,No,2000,500,pink,white,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cute,fairy tale; party; vacation,fs
belted dotted dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHPolkadot2.png,yellow,No,2000,500,yellow,white,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cute,fairy tale; party; vacation,fs
belted dotted dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHPolkadot3.png,green,No,2000,500,green,white,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cute,fairy tale; party; vacation,fs
bingata dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLBingata0.png,yellow,No,2520,630,yellow,red,Able Sisters,Available from Able Sisters shop only,elegant,theatrical,fs
blossom dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHFlower0.png,pink,No,1500,375,pink,white,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cute,everyday; fairy tale,fs
blossom dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHFlower1.png,blue,No,1500,375,light blue,white,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cute,everyday; fairy tale,fs
blossom dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHFlower2.png,yellow,No,1500,375,yellow,white,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cute,everyday; fairy tale,fs
blossom dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHFlower3.png,green,No,1500,375,green,white,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cute,everyday; fairy tale,fs
blossom dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHFlower4.png,purple,No,1500,375,purple,white,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cute,everyday; fairy tale,fs
blossoming kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLUme0.png,pink,No,3220,805,pink,red,Able Sisters,Available from Able Sisters shop only,elegant,formal; party,fs
blossoming kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLUme1.png,green tea,No,3220,805,green,green,Able Sisters,Available from Able Sisters shop only,elegant,formal; party,fs
boa parka,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLBore0.png,mint,No,1800,450,green,green,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; outdoorsy; comfy,fs
boa parka,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLBore1.png,purple,No,1800,450,purple,purple,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; outdoorsy; comfy,fs
boa parka,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLBore2.png,gray,No,1800,450,gray,gray,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; outdoorsy; comfy,fs
boa parka,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLBore3.png,pink,No,1800,450,pink,pink,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; outdoorsy; comfy,fs
bohemian tunic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBohemian0.png,red,No,1900,475,beige,red,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,elegant,everyday; comfy; vacation,fs
bohemian tunic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBohemian1.png,navy blue,No,1900,475,gray,blue,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,elegant,everyday; comfy; vacation,fs
bohemian tunic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBohemian2.png,green,No,1900,475,beige,green,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,elegant,everyday; comfy; vacation,fs
bold muumuu,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNPolynesia0.png,navy blue,No,1600,400,blue,red,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,active,comfy; vacation,fs
bold muumuu,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNPolynesia1.png,pink,No,1600,400,pink,light blue,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,active,comfy; vacation,fs
bolero coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBolerocoat0.png,pink,No,2080,520,pink,white,Able Sisters,Available from Able Sisters shop only,cute,everyday; fairy tale; comfy,fs
bolero coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBolerocoat1.png,yellow,No,2080,520,yellow,white,Able Sisters,Available from Able Sisters shop only,cute,everyday; fairy tale; comfy,fs
bolero coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBolerocoat2.png,blue,No,2080,520,light blue,white,Able Sisters,Available from Able Sisters shop only,cute,everyday; fairy tale; comfy,fs
bolero coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBolerocoat3.png,green,No,2080,520,green,white,Able Sisters,Available from Able Sisters shop only,cute,everyday; fairy tale; comfy,fs
bone costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBoneWhite.png,white,No,1280,320,black,white,Able Sisters,Available from Able Sisters shop only,cool,fairy tale; goth,fs
box-skirt uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform0.png,navy blue,No,2300,575,blue,white,Able Sisters,Available from Able Sisters shop only,simple,everyday; formal,fs
box-skirt uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform1.png,black,No,2300,575,black,white,Able Sisters,Available from Able Sisters shop only,simple,everyday; formal,fs
box-skirt uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform2.png,light blue,No,2300,575,light blue,white,Able Sisters,Available from Able Sisters shop only,simple,everyday; formal,fs
box-skirt uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform3.png,green,No,2300,575,green,white,Able Sisters,Available from Able Sisters shop only,simple,everyday; formal,fs
box-skirt uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform4.png,gray,No,2300,575,gray,white,Able Sisters,Available from Able Sisters shop only,simple,everyday; formal,fs
box-skirt uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform5.png,red,No,2300,575,red,white,Able Sisters,Available from Able Sisters shop only,simple,everyday; formal,fs
box-skirt uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform6.png,brown,No,2300,575,brown,white,Able Sisters,Available from Able Sisters shop only,simple,everyday; formal,fs
bunny dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLRabbit0.png,pink,No,1800,450,pink,white,Able Sisters,Available from Able Sisters shop only,cute,fairy tale; party,fs
bunny dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLRabbit1.png,yellow,No,1800,450,yellow,white,Able Sisters,Available from Able Sisters shop only,cute,fairy tale; party,fs
bunny dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLRabbit2.png,white,No,1800,450,white,white,Able Sisters,Available from Able Sisters shop only,cute,fairy tale; party,fs
butterfly visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLButterfly0.png,black,No,2660,665,black,yellow,Able Sisters,Available from Able Sisters shop only,elegant,formal; party,fs
butterfly visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLButterfly1.png,indigo blue,No,2660,665,blue,green,Able Sisters,Available from Able Sisters shop only,elegant,formal; party,fs
butterfly visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLButterfly2.png,fuchsia,No,2660,665,purple,light blue,Able Sisters,Available from Able Sisters shop only,elegant,formal; party,fs
cake dress,https://acnhcdn.com/1.2.0/ClosetIcon/TopsTexOnepieceDressNWedding.png,na,No,20000,5000,white,white,Wedding Season,,elegant,fairy tale; formal; party; theatrical,nfs
casual chic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur0.png,yellow,No,2400,600,yellow,white,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,elegant,everyday; comfy; vacation,fs
casual chic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur1.png,light blue,No,2400,600,light blue,white,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,elegant,everyday; comfy; vacation,fs
casual chic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur2.png,pink,No,2400,600,pink,white,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,elegant,everyday; comfy; vacation,fs
casual chic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur3.png,green,No,2400,600,green,white,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,elegant,everyday; comfy; vacation,fs
casual chic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur4.png,navy blue,No,2400,600,blue,white,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,elegant,everyday; comfy; vacation,fs
casual chic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur5.png,purple,No,2400,600,purple,white,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,elegant,everyday; comfy; vacation,fs
casual kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLKinagashi0.png,dark blue,No,2000,500,blue,gray,Able Sisters,Available from Able Sisters shop only,cool,everyday,fs
casual kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLKinagashi1.png,aqua,No,2000,500,light blue,gray,Able Sisters,Available from Able Sisters shop only,cool,everyday,fs
casual kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLKinagashi2.png,green,No,2000,500,green,gray,Able Sisters,Available from Able Sisters shop only,cool,everyday,fs
