Name,Image,Variation,BodyTitle,Pattern,PatternTitle,DIY,Customize,KitCost,Buy,Sell,Color1,Color2,Size,Source,Version,Catalog,Filename,VariantID,InternalID,UniqueEntryID
Agent S's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlSqu05_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlSqu05_Remake_2_0,2_0,6709,k5LqupBSGSfP3Htea
Agent S's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlSqu05_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlSqu05_Remake_3_0,3_0,6709,d3LgDHw7Cy3XCRXYs
Agent S's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlSqu05_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlSqu05_Remake_4_0,4_0,6709,iomBsZt9QqcSzT3H7
Agent S's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlSqu05_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlSqu05_Remake_5_0,5_0,6709,K3hy4ggMxgXBMckmm
Agent S's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlSqu05_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlSqu05_Remake_6_0,6_0,6709,46s4b7pCXCjcCr7MP
Agent S's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlSqu05_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlSqu05_Remake_7_0,7_0,6709,2jhfB8AxfCMXKRZrC
Agnes's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig17_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig17_Remake_0_0,0_0,6661,Y9TFv46iQHZu2zFZd
Agnes's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig17_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig17_Remake_1_0,1_0,6661,Jx66fd7cnM8ZWbhaJ
Agnes's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig17_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig17_Remake_2_0,2_0,6661,gXbBWYiRdoyaySYAH
Agnes's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig17_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig17_Remake_3_0,3_0,6661,S77GzrsKa8RNG57LK
Agnes's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig17_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig17_Remake_4_0,4_0,6661,x2cJ95t8guFyT3Rr3
Agnes's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig17_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig17_Remake_5_0,5_0,6661,AZxhvbHLYYD7XibxR
Agnes's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig17_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig17_Remake_6_0,6_0,6661,FBuzWvevFzyJpu9Nx
Agnes's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPig17_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPig17_Remake_7_0,7_0,6661,8PK88rGguoqtW3gEE
Al's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor08_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlGor08_Remake_0_0,0_0,6518,fgXqHQkbNynr4dHSj
Al's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor08_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlGor08_Remake_1_0,1_0,6518,pTvyPF7Qg82Xppnt7
Al's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor08_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlGor08_Remake_2_0,2_0,6518,ZiRaBj2YcL5yfaRzh
Al's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor08_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlGor08_Remake_3_0,3_0,6518,wJayuqNjGeFRAQEZe
Al's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor08_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlGor08_Remake_4_0,4_0,6518,b973uXnbfTtF3NAKw
Al's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor08_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlGor08_Remake_5_0,5_0,6518,bDGnD6iJH78niht5i
Al's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor08_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlGor08_Remake_6_0,6_0,6518,QAqdzm9yTfWXatwPZ
Al's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor08_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlGor08_Remake_7_0,7_0,6518,daiPoNWQSCF32yPNf
Alfonso's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd00_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd00_Remake_0_0,0_0,6800,sHeBWxocuJwBwwsX9
Alfonso's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd00_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd00_Remake_1_0,1_0,6800,Kf5pDkihCrLbF8ujD
Alfonso's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd00_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd00_Remake_2_0,2_0,6800,pTCmAGBtxrDSxDW4a
Alfonso's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd00_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd00_Remake_3_0,3_0,6800,ZuFEMzDFa7wJHX9G3
Alfonso's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd00_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd00_Remake_4_0,4_0,6800,EozfDw3LwTKd2mpW2
Alfonso's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd00_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd00_Remake_5_0,5_0,6800,JrkQkorv9kFgrgaE8
Alfonso's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd00_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd00_Remake_6_0,6_0,6800,m77WnAr5d6fBTS98s
Alfonso's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd00_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd00_Remake_7_0,7_0,6800,jsr3zu4bLXDBPe7ot
Alice's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKal01_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlKal01_Remake_0_0,0_0,6555,gZp2fontkZDvuszMd
Alice's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKal01_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlKal01_Remake_1_0,1_0,6555,Wa3mCutCKZdo96Yjn
Alice's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKal01_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlKal01_Remake_2_0,2_0,6555,wHSfmTb2KjxyALHAD
Alice's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKal01_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlKal01_Remake_3_0,3_0,6555,kcpxvj9sGS44FbX2c
Alice's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKal01_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlKal01_Remake_4_0,4_0,6555,kGbJkgusmZKmSgkDk
Alice's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKal01_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlKal01_Remake_5_0,5_0,6555,i9dT63jckHZCBMR7o
Alice's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKal01_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlKal01_Remake_6_0,6_0,6555,B2zBzxLoj9Mqdicja
Alice's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKal01_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlKal01_Remake_7_0,7_0,6555,Dvr8wZn7viSPqTkak
Alli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd01_Remake_0_0,0_0,6801,Bc29TDiDwZcmkH4vF
Alli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd01_Remake_1_0,1_0,6801,TthvBPZKGC7AJtkuT
Alli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd01_Remake_2_0,2_0,6801,Hd2rGwiWq7kfiTvF7
Alli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd01_Remake_3_0,3_0,6801,unourZLSpivQQQ4ZZ
Alli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd01_Remake_4_0,4_0,6801,ENb9xzPQnCGaaS2MG
Alli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd01_Remake_5_0,5_0,6801,R6JqAu92w2sLYaqE6
Alli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd01_Remake_6_0,6_0,6801,rsZfjzuREvRgprnwm
Alli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlCrd01_Remake_7_0,7_0,6801,ja55MQDxximJgruSZ
Amelia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPbr01_Remake_0_0,0_0,6621,JSxiKWLGAnnqxmDhs
Amelia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPbr01_Remake_1_0,1_0,6621,DikXrND4oMSyqRNWY
Amelia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPbr01_Remake_2_0,2_0,6621,X7trG3ssXSeM8F2h4
Amelia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPbr01_Remake_3_0,3_0,6621,CyZwnwfyjHm4i2Dhv
Amelia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPbr01_Remake_4_0,4_0,6621,6bosCCtGJtXATeuu3
Amelia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPbr01_Remake_5_0,5_0,6621,ta9WXybqsCtmKChCJ
Amelia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPbr01_Remake_6_0,6_0,6621,97TESN8CpxAuaMxhs
Amelia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlPbr01_Remake_7_0,7_0,6621,Xf6buhMqjBv2PnuYj
Anabelle's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlAnt03_Remake_0_0,0_0,6743,LT7496qvy6dDvgGkY
Anabelle's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlAnt03_Remake_1_0,1_0,6743,JTddssj8v6A5MfmJt
Anabelle's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlAnt03_Remake_2_0,2_0,6743,gmk5egkzABqiTwv6W
Anabelle's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlAnt03_Remake_3_0,3_0,6743,ZBw8J6ZGmnXQao3tw
Anabelle's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlAnt03_Remake_4_0,4_0,6743,Zz47sQp5XkX8ZHbRn
Anabelle's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlAnt03_Remake_5_0,5_0,6743,qCibitHp3ZawMDAHo
Anabelle's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlAnt03_Remake_6_0,6_0,6743,KkfNyAqEggbMjabZD
Anabelle's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlAnt03_Remake_7_0,7_0,6743,6r7rMRggBEwLyH66f
Anchovy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBrd02_Remake_0_0,0_0,6582,hpLFGZgWJsbaseuBc
Anchovy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBrd02_Remake_1_0,1_0,6582,YHg2kyiK7niTyopbv
Anchovy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBrd02_Remake_2_0,2_0,6582,hjbgTvg2L4pGzdqbz
Anchovy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBrd02_Remake_3_0,3_0,6582,iLjSaf7FqFf7wL9Ey
Anchovy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBrd02_Remake_4_0,4_0,6582,tLDKLMPQMAup7wcwa
Anchovy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBrd02_Remake_5_0,5_0,6582,mu3iGGQA6o2ghHRAB
Anchovy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBrd02_Remake_6_0,6_0,6582,xqYGcvWxXHR9KTw6o
Anchovy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBrd02_Remake_7_0,7_0,6582,oWegMFKbRrQAsdKYa
Angus's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul00_Remake_0_0,0_0,6704,bWYmPSadFcLqxGxcS
Angus's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul00_Remake_1_0,1_0,6704,ig8GGdKzD3oLJyP7t
Angus's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul00_Remake_2_0,2_0,6704,XEL4hZ5pmrCL2vLLk
Angus's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul00_Remake_3_0,3_0,6704,RWgRWo6H4iyDZKCNu
Angus's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul00_Remake_4_0,4_0,6704,C8CKY7yNmc2oPkx3K
Angus's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul00_Remake_5_0,5_0,6704,p2C7bTApZzjx3fGFq
Angus's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul00_Remake_6_0,6_0,6704,C5PsDbeg7h39M3nsb
Angus's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlBul00_Remake_7_0,7_0,6704,gxBxZJgWjaKFyZafH
Anicotti's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlMus10_Remake_0_0,0_0,6598,pffn93KpfJ7mNmFAN
Anicotti's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlMus10_Remake_1_0,1_0,6598,q2WggDjpTyQtGpHkn
Anicotti's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,-1,10,,,1x1,High Friendship,1.0.0,Not in catalog,BromideNpcNmlMus10_Remake_2_0,2_0,6598,fJjPwnjhEtbq6TLbF
