Name,Image,Variation,DIY,Buy,Sell,Color1,Color2,Source,SourceNotes,Style,LabelThemes,Catalog
dry bag,https://acnhcdn.com/latest/ClosetIcon/BagBackpackDry1.png,blue,No,1040,260,blue,black,Kicks,,active,outdoorsy; sporty,fs
evening bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderParty0.png,pink,No,1250,312,pink,yellow,Kicks,,cute,formal; party,fs
evening bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderParty1.png,blue,No,1250,312,blue,yellow,Kicks,,cute,formal; party,fs
evening bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderParty2.png,black,No,1250,312,black,yellow,Kicks,,cute,formal; party,fs
extra-large backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackMountain0.png,red,No,2100,525,red,red,Kicks,,active,outdoorsy; sporty,fs
extra-large backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackMountain1.png,green,No,2100,525,green,green,Kicks,,active,outdoorsy; sporty,fs
extra-large backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackMountain2.png,black,No,2100,525,black,black,Kicks,,active,outdoorsy; sporty,fs
extra-large backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackMountain3.png,blue,No,2100,525,blue,blue,Kicks,,active,outdoorsy; sporty,fs
faux-fur bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderFakefur0.png,pink,No,1400,350,pink,yellow,Kicks,,cute,formal; party,fs
faux-fur bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderFakefur1.png,purple,No,1400,350,purple,yellow,Kicks,,cute,formal; party,fs
fish pochette,https://acnhcdn.com/latest/ClosetIcon/BagShoulderFish0.png,blue,No,-1,210,light blue,blue,Fishing Tourney,,cute,formal; party,nfs
foldover-top backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackLid0.png,green,No,1300,325,green,beige,Kicks,,active,outdoorsy; sporty,fs
foldover-top backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackLid1.png,blue,No,1300,325,blue,light blue,Kicks,,active,outdoorsy; sporty,fs
foldover-top backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackLid2.png,gray,No,1300,325,gray,white,Kicks,,active,outdoorsy; sporty,fs
foldover-top backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackLid3.png,pink,No,1300,325,pink,purple,Kicks,,active,outdoorsy; sporty,fs
gumdrop shoulder bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderPattern0.png,pop,No,2000,500,pink,green,Kicks,,simple,everyday; comfy,fs
gumdrop shoulder bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderPattern1.png,cool,No,2000,500,purple,light blue,Kicks,,simple,everyday; comfy,fs
hand-knit pouch,https://acnhcdn.com/latest/ClosetIcon/BagShoulderRace0.png,green,No,1250,312,green,green,Kicks,,elegant,vacation,fs
hand-knit pouch,https://acnhcdn.com/latest/ClosetIcon/BagShoulderRace1.png,purple,No,1250,312,purple,purple,Kicks,,elegant,vacation,fs
hard-shell backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackHardshell0.png,blue,No,1680,420,blue,black,Kicks,,cool,outdoorsy; work,fs
hard-shell backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackHardshell1.png,red,No,1680,420,red,black,Kicks,,cool,outdoorsy; work,fs
hard-shell backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackHardshell2.png,silver,No,1680,420,gray,black,Kicks,,cool,outdoorsy; work,fs
knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackKnapsack0.png,blue,No,630,157,blue,black,Kicks,,active,everyday; outdoorsy; sporty,fs
knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackKnapsack1.png,black,No,630,157,black,black,Kicks,,active,everyday; outdoorsy; sporty,fs
knitted-grass backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackGrass0.png,green,Yes,-1,400,green,brown,Crafting,,elegant,outdoorsy; comfy; vacation,nfs
log pack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackWood0.png,brown,Yes,-1,960,brown,beige,Crafting,,simple,fairy tale; outdoorsy,nfs
maple-leaf pochette,https://acnhcdn.com/latest/ClosetIcon/BagShoulderMaple0.png,red,Yes,-1,2400,orange,orange,Crafting,Fall seasonal DIY using autumn leaves (caught with net),simple,fairy tale,nfs
messenger bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderMessenger0.png,green,No,840,210,green,black,Kicks,,simple,everyday; outdoorsy; sporty,fs
messenger bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderMessenger1.png,orange,No,840,210,orange,black,Kicks,,simple,everyday; outdoorsy; sporty,fs
messenger bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderMessenger2.png,black,No,840,210,black,black,Kicks,,simple,everyday; outdoorsy; sporty,fs
mini pleather bag,https://acnhcdn.com/latest/ClosetIcon/BagBackpackSmall0.png,white,No,1600,400,white,white,Kicks,,elegant,everyday; formal; party,fs
mini pleather bag,https://acnhcdn.com/latest/ClosetIcon/BagBackpackSmall1.png,black,No,1600,400,black,black,Kicks,,elegant,everyday; formal; party,fs
mom's knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt0.png,m,No,-1,175,yellow,beige,Mom,,cute,comfy,nfs
mom's knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt1.png,flowers,No,-1,175,gray,beige,Mom,,cute,comfy,nfs
mom's knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt2.png,polka dots,No,-1,175,pink,beige,Mom,,cute,comfy,nfs
mom's knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt3.png,colorful quilt design,No,-1,175,colorful,beige,Mom,,cute,comfy,nfs
mom's knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt4.png,cherries,No,-1,175,light blue,beige,Mom,,cute,comfy,nfs
mom's knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt5.png,denim with stripes,No,-1,175,blue,beige,Mom,,cute,comfy,nfs
mom's knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt6.png,forest print,No,-1,175,white,beige,Mom,,cute,comfy,nfs
mom's knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt7.png,chick,No,-1,175,orange,beige,Mom,,cute,comfy,nfs
nook inc. knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackNook0.png,brown,No,-1,4000,brown,yellow,Nook Miles Shop,,gorgeous,everyday,nfs
outdoor backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackOutdoor0.png,avocado,No,1560,390,green,black,Kicks,,active,outdoorsy; sporty,fs
outdoor backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackOutdoor1.png,orange,No,1560,390,orange,black,Kicks,,active,outdoorsy; sporty,fs
outdoor backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackOutdoor2.png,navy blue,No,1560,390,blue,black,Kicks,,active,outdoorsy; sporty,fs
pleather crossbody bag,https://acnhcdn.com/latest/ClosetIcon/BagBackpackBodybag0.png,navy blue,No,1120,280,blue,brown,Kicks,,cool,everyday; work,fs
pleather crossbody bag,https://acnhcdn.com/latest/ClosetIcon/BagBackpackBodybag1.png,black,No,1120,280,black,white,Kicks,,cool,everyday; work,fs
pleather fringe bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderFringe0.png,camel,No,2400,600,brown,brown,Kicks,,elegant,everyday; formal; party,fs
pleather fringe bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderFringe1.png,white,No,2400,600,white,white,Kicks,,elegant,everyday; formal; party,fs
pleather shoulder bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderLeather0.png,brown,No,2400,600,brown,brown,Kicks,,elegant,everyday; formal,fs
pleather shoulder bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderLeather1.png,navy blue,No,2400,600,blue,blue,Kicks,,elegant,everyday; formal,fs
retro sports bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSports0.png,blue,No,1400,350,white,blue,Kicks,,active,outdoorsy; sporty,fs
retro sports bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSports1.png,red,No,1400,350,white,red,Kicks,,active,outdoorsy; sporty,fs
retro sports bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSports2.png,black,No,1400,350,black,yellow,Kicks,,active,outdoorsy; sporty,fs
sacoche bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSacosh0.png,blue,No,980,245,blue,green,Kicks,,active,outdoorsy; sporty,fs
sacoche bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSacosh1.png,red,No,980,245,red,yellow,Kicks,,active,outdoorsy; sporty,fs
sacoche bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSacosh2.png,black,No,980,245,black,white,Kicks,,active,outdoorsy; sporty,fs
shellfish pochette,https://acnhcdn.com/latest/ClosetIcon/BagShoulderShell0.png,white,Yes,-1,10800,white,white,Crafting,Summer seasonal DIY using summer shells (found on beach),cute,fairy tale; vacation,nfs
snowflake pochette,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSnow0.png,white,Yes,-1,2400,light blue,white,Crafting,Winter seasonal DIY using snowflakes (caught with net),elegant,fairy tale; party; vacation,nfs
square backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackSquare0.png,yellow,No,1300,325,yellow,black,Kicks,,active,everyday; outdoorsy; sporty,fs
square backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackSquare1.png,pink,No,1300,325,pink,black,Kicks,,active,everyday; outdoorsy; sporty,fs
square backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackSquare2.png,green,No,1300,325,green,black,Kicks,,active,everyday; outdoorsy; sporty,fs
star pochette,https://acnhcdn.com/latest/ClosetIcon/BagShoulderStar0.png,yellow,Yes,-1,3000,yellow,yellow,Crafting,,cute,fairy tale; party; vacation,nfs
straw pochette,https://acnhcdn.com/latest/ClosetIcon/BagShoulderRattan0.png,brown,No,980,245,brown,brown,Kicks,,simple,comfy; vacation,fs
studded backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackStuds0.png,black,No,1560,390,black,yellow,Kicks,,cool,evreyday; goth,fs
studded backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackStuds1.png,white,No,1560,390,white,gray,Kicks,,cool,evreyday; goth,fs
tackle bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderFishing0.png,blue,No,-1,175,blue,orange,Fishing Tourney,,active,outdoorsy; sporty; work,nfs
tool bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderTool0.png,black,No,910,227,black,yellow,Kicks,,active,outdoorsy; work,fs
town backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackTown0.png,green,No,1040,260,green,green,Kicks,,active,everyday; outdoorsy,fs
town backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackTown1.png,orange,No,1040,260,orange,orange,Kicks,,active,everyday; outdoorsy,fs
town backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackTown2.png,blue,No,1040,260,blue,blue,Kicks,,active,everyday; outdoorsy,fs
town backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackTown3.png,red,No,1040,260,red,red,Kicks,,active,everyday; outdoorsy,fs
travel pouch,https://acnhcdn.com/latest/ClosetIcon/BagShoulderTravel0.png,pink,No,840,210,pink,black,Kicks,,active,everyday; outdoorsy,fs
travel pouch,https://acnhcdn.com/latest/ClosetIcon/BagShoulderTravel1.png,green,No,840,210,green,black,Kicks,,active,everyday; outdoorsy,fs
travel pouch,https://acnhcdn.com/latest/ClosetIcon/BagShoulderTravel2.png,light blue,No,840,210,light blue,black,Kicks,,active,everyday; outdoorsy,fs
travel pouch,https://acnhcdn.com/latest/ClosetIcon/BagShoulderTravel3.png,purple,No,840,210,purple,black,Kicks,,active,everyday; outdoorsy,fs
traveler's backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackJourney0.png,orange,No,2940,735,orange,beige,Kicks,,simple,fairy tale; outdoorsy; work,fs
traveler's backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackJourney1.png,blue,No,2940,735,blue,beige,Kicks,,simple,fairy tale; outdoorsy; work,fs
traveler's backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackJourney2.png,brown,No,2940,735,brown,beige,Kicks,,simple,fairy tale; outdoorsy; work,fs
