Name,Image,Variation,BodyTitle,Pattern,PatternTitle,DIY,BodyCustomize,PatternCustomize,KitCost,Buy,Sell,Color1,Color2,Source,SourceNotes,HHAConcept1,HHAConcept2,HHASeries,HHASet,Interact,Tag,Catalog
amp,https://acnhcdn.com/latest/FtrIcon/FtrAmp_Remake_3_0.png,brown,na,na,na,No,No,No,-1,5100,1275,brown,beige,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,concert,None,None,None,No,musical instrument,For sale
amp,https://acnhcdn.com/latest/FtrIcon/FtrAmp_Remake_4_0.png,blue,na,na,na,No,No,No,-1,5100,1275,blue,black,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,concert,None,None,None,No,musical instrument,For sale
amp,https://acnhcdn.com/latest/FtrIcon/FtrAmp_Remake_5_0.png,red,na,na,na,No,No,No,-1,5100,1275,red,black,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,concert,None,None,None,No,musical instrument,For sale
amp,https://acnhcdn.com/latest/FtrIcon/FtrAmp_Remake_6_0.png,pink,na,na,na,No,No,No,-1,5100,1275,pink,gray,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,concert,None,None,None,No,musical instrument,For sale
analog kitchen scale,https://acnhcdn.com/latest/FtrIcon/FtrWeighing_Remake_0_0.png,red,na,na,na,No,No,No,-1,1100,275,red,white,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,kitchen,shop,None,None,Yes,kitchen things,For sale
analog kitchen scale,https://acnhcdn.com/latest/FtrIcon/FtrWeighing_Remake_1_0.png,yellow,na,na,na,No,No,No,-1,1100,275,yellow,white,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,kitchen,shop,None,None,Yes,kitchen things,For sale
analog kitchen scale,https://acnhcdn.com/latest/FtrIcon/FtrWeighing_Remake_2_0.png,green,na,na,na,No,No,No,-1,1100,275,green,white,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,kitchen,shop,None,None,Yes,kitchen things,For sale
analog kitchen scale,https://acnhcdn.com/latest/FtrIcon/FtrWeighing_Remake_3_0.png,blue,na,na,na,No,No,No,-1,1100,275,blue,white,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,kitchen,shop,None,None,Yes,kitchen things,For sale
analog kitchen scale,https://acnhcdn.com/latest/FtrIcon/FtrWeighing_Remake_4_0.png,pink,na,na,na,No,No,No,-1,1100,275,pink,white,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,kitchen,shop,None,None,Yes,kitchen things,For sale
analog kitchen scale,https://acnhcdn.com/latest/FtrIcon/FtrWeighing_Remake_5_0.png,ivory,na,na,na,No,No,No,-1,1100,275,yellow,white,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,kitchen,shop,None,None,Yes,kitchen things,For sale
analog kitchen scale,https://acnhcdn.com/latest/FtrIcon/FtrWeighing_Remake_6_0.png,light blue,na,na,na,No,No,No,-1,1100,275,light blue,white,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,kitchen,shop,None,None,Yes,kitchen things,For sale
analog kitchen scale,https://acnhcdn.com/latest/FtrIcon/FtrWeighing_Remake_7_0.png,black,na,na,na,No,No,No,-1,1100,275,black,white,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,kitchen,shop,None,None,Yes,kitchen things,For sale
anchovy model,https://acnhcdn.com/latest/FtrIcon/FtrFishAntyobiToy.png,na,na,na,na,No,No,No,-1,-1,600,blue,black,C.J.,Trade 3 fish to receive a model in the mail the next day,None,None,None,None,No,fish,Not for sale
angelfish model,https://acnhcdn.com/latest/FtrIcon/FtrFishAngelfishToy.png,na,na,na,na,No,No,No,-1,-1,9000,yellow,black,C.J.,Trade 3 fish to receive a model in the mail the next day,None,None,None,None,No,fish,Not for sale
ant farm,https://acnhcdn.com/latest/FtrIcon/FtrInsectAriFarm.png,na,na,na,na,No,No,No,-1,1400,350,green,brown,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,child's room,None,None,No,special insect,For sale
ant model,https://acnhcdn.com/latest/FtrIcon/FtrInsectAriToy.png,na,na,na,na,No,No,No,-1,-1,240,black,black,Flick,Trade 3 insects to receive a model in the mail the next day,None,None,None,None,No,insect,Not for sale
anthurium plant,https://acnhcdn.com/latest/FtrIcon/FtrPlantAnthurium_Remake_0_0.png,white,na,na,na,No,No,No,-1,990,247,red,green,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,None,None,None,No,plants,For sale
anthurium plant,https://acnhcdn.com/latest/FtrIcon/FtrPlantAnthurium_Remake_1_0.png,brown,na,na,na,No,No,No,-1,990,247,red,green,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,None,None,None,No,plants,For sale
anthurium plant,https://acnhcdn.com/latest/FtrIcon/FtrPlantAnthurium_Remake_2_0.png,light blue,na,na,na,No,No,No,-1,990,247,red,green,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,None,None,None,No,plants,For sale
anthurium plant,https://acnhcdn.com/latest/FtrIcon/FtrPlantAnthurium_Remake_3_0.png,pink,na,na,na,No,No,No,-1,990,247,pink,green,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,None,None,None,No,plants,For sale
anthurium plant,https://acnhcdn.com/latest/FtrIcon/FtrPlantAnthurium_Remake_4_0.png,black,na,na,na,No,No,No,-1,990,247,white,green,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,None,None,None,No,plants,For sale
arapaima model,https://acnhcdn.com/latest/FtrIcon/FtrFishPirarukuToy.png,na,na,na,na,No,No,No,-1,-1,30000,black,black,C.J.,Trade 3 fish to receive a model in the mail the next day,None,None,None,None,No,fish,Not for sale
aroma pot,https://acnhcdn.com/latest/FtrIcon/FtrAlomapot_Remake_0_0.png,white,variation,na,na,Yes,Yes,No,1,-1,600,white,light blue,Crafting,,living room,None,None,None,Yes,beauty,Not for sale
aroma pot,https://acnhcdn.com/latest/FtrIcon/FtrAlomapot_Remake_1_0.png,brown,variation,na,na,Yes,Yes,No,1,-1,600,brown,orange,Crafting,,living room,None,None,None,Yes,beauty,Not for sale
aroma pot,https://acnhcdn.com/latest/FtrIcon/FtrAlomapot_Remake_2_0.png,green,variation,na,na,Yes,Yes,No,1,-1,600,green,green,Crafting,,living room,None,None,None,Yes,beauty,Not for sale
aroma pot,https://acnhcdn.com/latest/FtrIcon/FtrAlomapot_Remake_3_0.png,pink,variation,na,na,Yes,Yes,No,1,-1,600,pink,pink,Crafting,,living room,None,None,None,Yes,beauty,Not for sale
aroma pot,https://acnhcdn.com/latest/FtrIcon/FtrAlomapot_Remake_4_0.png,cream,variation,na,na,Yes,Yes,No,1,-1,600,beige,green,Crafting,,living room,None,None,None,Yes,beauty,Not for sale
aroma pot,https://acnhcdn.com/latest/FtrIcon/FtrAlomapot_Remake_5_0.png,black,variation,na,na,Yes,Yes,No,1,-1,600,black,blue,Crafting,,living room,None,None,None,Yes,beauty,Not for sale
arowana model,https://acnhcdn.com/latest/FtrIcon/FtrFishArowanaToy.png,na,na,na,na,No,No,No,-1,-1,30000,yellow,black,C.J.,Trade 3 fish to receive a model in the mail the next day,None,None,None,None,No,fish,Not for sale
baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_0_0.png,cream,na,none,shirt,No,No,Yes,1,1800,450,beige,white,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,bear,No,animal,For sale
baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_0_1.png,cream,na,heart,shirt,No,No,Yes,1,1800,450,beige,red,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,bear,No,animal,For sale
baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_0_2.png,cream,na,fish,shirt,No,No,Yes,1,1800,450,beige,blue,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,bear,No,animal,For sale
baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_0_3.png,cream,na,star,shirt,No,No,Yes,1,1800,450,beige,yellow,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,bear,No,animal,For sale
baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_1_0.png,caramel mocha,na,none,shirt,No,No,Yes,1,1800,450,beige,beige,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,bear,No,animal,For sale
baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_1_1.png,caramel mocha,na,heart,shirt,No,No,Yes,1,1800,450,beige,red,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,bear,No,animal,For sale
baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_1_2.png,caramel mocha,na,fish,shirt,No,No,Yes,1,1800,450,beige,blue,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,bear,No,animal,For sale
baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_1_3.png,caramel mocha,na,star,shirt,No,No,Yes,1,1800,450,beige,yellow,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,bear,No,animal,For sale
baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_2_0.png,choco,na,none,shirt,No,No,Yes,1,1800,450,brown,brown,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,bear,No,animal,For sale
baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_2_1.png,choco,na,heart,shirt,No,No,Yes,1,1800,450,brown,red,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,bear,No,animal,For sale
baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_2_2.png,choco,na,fish,shirt,No,No,Yes,1,1800,450,brown,blue,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,bear,No,animal,For sale
baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_2_3.png,choco,na,star,shirt,No,No,Yes,1,1800,450,brown,yellow,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,bear,No,animal,For sale
baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_3_0.png,floral,na,none,shirt,No,No,Yes,1,1800,450,blue,pink,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,bear,No,animal,For sale
baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_3_1.png,floral,na,heart,shirt,No,No,Yes,1,1800,450,blue,red,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,bear,No,animal,For sale
baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_3_2.png,floral,na,fish,shirt,No,No,Yes,1,1800,450,blue,blue,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,bear,No,animal,For sale
baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_3_3.png,floral,na,star,shirt,No,No,Yes,1,1800,450,blue,yellow,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,bear,No,animal,For sale
baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_4_0.png,checkered,na,none,shirt,No,No,Yes,1,1800,450,yellow,white,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,bear,No,animal,For sale
baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_4_1.png,checkered,na,heart,shirt,No,No,Yes,1,1800,450,yellow,red,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,bear,No,animal,For sale
baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_4_2.png,checkered,na,fish,shirt,No,No,Yes,1,1800,450,yellow,yellow,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,bear,No,animal,For sale
baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_4_3.png,checkered,na,star,shirt,No,No,Yes,1,1800,450,yellow,white,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,bear,No,animal,For sale
baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_5_0.png,tweed,na,none,shirt,No,No,Yes,1,1800,450,colorful,colorful,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,bear,No,animal,For sale
baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_5_1.png,tweed,na,heart,shirt,No,No,Yes,1,1800,450,colorful,red,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,bear,No,animal,For sale
baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_5_2.png,tweed,na,fish,shirt,No,No,Yes,1,1800,450,colorful,blue,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,bear,No,animal,For sale
baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_5_3.png,tweed,na,star,shirt,No,No,Yes,1,1800,450,colorful,yellow,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,bear,No,animal,For sale
baby panda,https://acnhcdn.com/latest/FtrIcon/FtrPandaS.png,na,na,na,na,No,No,No,-1,1800,450,green,white,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fancy,child's room,None,panda,No,animal,For sale
bagworm model,https://acnhcdn.com/latest/FtrIcon/FtrInsectMinomushiToy.png,na,na,na,na,No,No,No,-1,-1,1800,brown,brown,Flick,Trade 3 insects to receive a model in the mail the next day,None,None,None,None,No,insect,Not for sale
ball,https://acnhcdn.com/latest/FtrIcon/FtrBall_Remake_0_0.png,basketball,na,na,na,No,No,No,-1,520,130,orange,black,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fitness,school,None,None,Yes,sports,For sale
ball,https://acnhcdn.com/latest/FtrIcon/FtrBall_Remake_1_0.png,soccer ball,na,na,na,No,No,No,-1,520,130,white,black,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fitness,school,None,None,Yes,sports,For sale
ball,https://acnhcdn.com/latest/FtrIcon/FtrBall_Remake_2_0.png,volleyball,na,na,na,No,No,No,-1,520,130,white,white,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fitness,school,None,None,Yes,sports,For sale
ball,https://acnhcdn.com/latest/FtrIcon/FtrBall_Remake_3_0.png,dodgeball,na,na,na,No,No,No,-1,520,130,yellow,black,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,fitness,school,None,None,Yes,sports,For sale
bamboo candleholder,https://acnhcdn.com/latest/FtrIcon/FtrBambooCandle_Remake_0_0.png,green bamboo,bamboo,na,na,Yes,Yes,No,2,-1,880,green,beige,Crafting,,zen-style,None,bamboo,None,Yes,lamp,Not for sale
bamboo candleholder,https://acnhcdn.com/latest/FtrIcon/FtrBambooCandle_Remake_1_0.png,dried bamboo,bamboo,na,na,Yes,Yes,No,2,-1,880,yellow,beige,Crafting,,zen-style,None,bamboo,None,Yes,lamp,Not for sale
bamboo candleholder,https://acnhcdn.com/latest/FtrIcon/FtrBambooCandle_Remake_2_0.png,smoke-cured bamboo,bamboo,na,na,Yes,Yes,No,2,-1,880,brown,beige,Crafting,,zen-style,None,bamboo,None,Yes,lamp,Not for sale
bamboo drum,https://acnhcdn.com/latest/FtrIcon/FtrBamboodrum_Remake_0_0.png,green bamboo,bamboo,na,na,Yes,Yes,No,1,-1,720,green,pink,Crafting,,zen-style,None,bamboo,None,Yes,musical instrument,Not for sale
bamboo drum,https://acnhcdn.com/latest/FtrIcon/FtrBamboodrum_Remake_1_0.png,dried bamboo,bamboo,na,na,Yes,Yes,No,1,-1,720,yellow,orange,Crafting,,zen-style,None,bamboo,None,Yes,musical instrument,Not for sale
bamboo drum,https://acnhcdn.com/latest/FtrIcon/FtrBamboodrum_Remake_2_0.png,smoke-cured bamboo,bamboo,na,na,Yes,Yes,No,1,-1,720,brown,light blue,Crafting,,zen-style,None,bamboo,None,Yes,musical instrument,Not for sale
bamboo lunch box,https://acnhcdn.com/latest/FtrIcon/FtrBambooLunch_Remake_0_0.png,green bamboo,bamboo,na,na,Yes,Yes,No,1,-1,640,green,colorful,Crafting,,zen-style,None,bamboo,None,No,dining,Not for sale
bamboo lunch box,https://acnhcdn.com/latest/FtrIcon/FtrBambooLunch_Remake_1_0.png,dried bamboo,bamboo,na,na,Yes,Yes,No,1,-1,640,yellow,colorful,Crafting,,zen-style,None,bamboo,None,No,dining,Not for sale
bamboo lunch box,https://acnhcdn.com/latest/FtrIcon/FtrBambooLunch_Remake_2_0.png,smoke-cured bamboo,bamboo,na,na,Yes,Yes,No,1,-1,640,brown,colorful,Crafting,,zen-style,None,bamboo,None,No,dining,Not for sale
bamboo sphere,https://acnhcdn.com/latest/FtrIcon/FtrBambooBall_Remake_0_0.png,green bamboo,bamboo,na,na,Yes,Yes,No,1,-1,480,green,blue,Crafting,,zen-style,None,bamboo,None,No,toy,Not for sale
bamboo sphere,https://acnhcdn.com/latest/FtrIcon/FtrBambooBall_Remake_1_0.png,dried bamboo,bamboo,na,na,Yes,Yes,No,1,-1,480,yellow,purple,Crafting,,zen-style,None,bamboo,None,No,toy,Not for sale
bamboo sphere,https://acnhcdn.com/latest/FtrIcon/FtrBambooBall_Remake_2_0.png,smoke-cured bamboo,bamboo,na,na,Yes,Yes,No,1,-1,480,brown,white,Crafting,,zen-style,None,bamboo,None,No,toy,Not for sale
bamboo-shoot lamp,https://acnhcdn.com/latest/FtrIcon/FtrBambooshootLamp.png,na,na,na,na,Yes,No,No,-1,-1,4900,brown,beige,Crafting,Spring seasonal DIY using bamboo (from bamboo trees),zen-style,None,bamboo,None,Yes,lamp,Not for sale
barred knifejaw model,https://acnhcdn.com/latest/FtrIcon/FtrFishIshidaiToy.png,na,na,na,na,No,No,No,-1,-1,15000,white,black,C.J.,Trade 3 fish to receive a model in the mail the next day,None,None,None,None,No,fish,Not for sale
barreleye model,https://acnhcdn.com/latest/FtrIcon/FtrFishDemenigisuToy.png,na,na,na,na,No,No,No,-1,-1,45000,black,black,C.J.,Trade 3 fish to receive a model in the mail the next day,None,None,None,None,No,fish,Not for sale
beach ball,https://acnhcdn.com/latest/FtrIcon/FtrBeachball_Remake_0_0.png,colorful,na,na,na,No,No,No,-1,430,107,colorful,colorful,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",ocean,None,None,None,Yes,seaside,For sale
beach ball,https://acnhcdn.com/latest/FtrIcon/FtrBeachball_Remake_1_0.png,blue,na,na,na,No,No,No,-1,430,107,blue,white,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",ocean,None,None,None,Yes,seaside,For sale
beach ball,https://acnhcdn.com/latest/FtrIcon/FtrBeachball_Remake_2_0.png,red,na,na,na,No,No,No,-1,430,107,red,white,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",ocean,None,None,None,Yes,seaside,For sale
beach ball,https://acnhcdn.com/latest/FtrIcon/FtrBeachball_Remake_3_0.png,watermelon,na,na,na,No,No,No,-1,430,107,green,black,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",ocean,None,None,None,Yes,seaside,For sale
bell cricket model,https://acnhcdn.com/latest/FtrIcon/FtrInsectSuzumushiToy.png,na,na,na,na,No,No,No,-1,-1,1290,black,black,Flick,Trade 3 insects to receive a model in the mail the next day,None,None,None,None,No,insect,Not for sale
betta model,https://acnhcdn.com/latest/FtrIcon/FtrFishBetaToy.png,na,na,na,na,No,No,No,-1,-1,7500,light blue,black,C.J.,Trade 3 fish to receive a model in the mail the next day,None,None,None,None,No,fish,Not for sale
bingo wheel,https://acnhcdn.com/latest/FtrIcon/FtrBingo.png,na,na,na,na,No,No,No,-1,1000,250,yellow,black,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,party,None,None,None,Yes,toy,For sale
birthday cake,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCake_Remake_0_0.png,whipped-cream topping,variation,na,na,No,Yes,No,1,-1,100,white,colorful,Birthday,,party,fancy,None,birthday,Yes,seasonal decor,Not for sale
birthday cake,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCake_Remake_1_0.png,chocolate buttercream,variation,na,na,No,Yes,No,1,-1,100,brown,colorful,Birthday,,party,fancy,None,birthday,Yes,seasonal decor,Not for sale
birthday cake,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCake_Remake_2_0.png,strawberry buttercream,variation,na,na,No,Yes,No,1,-1,100,pink,colorful,Birthday,,party,fancy,None,birthday,Yes,seasonal decor,Not for sale
birthday candles,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCandle_Remake_0_0.png,colorful,variation,na,na,No,Yes,No,1,-1,300,colorful,colorful,Birthday,,party,fancy,None,birthday,Yes,lamp,Not for sale
birthday candles,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCandle_Remake_1_0.png,pink,variation,na,na,No,Yes,No,1,-1,300,colorful,pink,Birthday,,party,fancy,None,birthday,Yes,lamp,Not for sale
birthday candles,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCandle_Remake_2_0.png,blue,variation,na,na,No,Yes,No,1,-1,300,colorful,blue,Birthday,,party,fancy,None,birthday,Yes,lamp,Not for sale
birthday candles,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCandle_Remake_3_0.png,green,variation,na,na,No,Yes,No,1,-1,300,colorful,green,Birthday,,party,fancy,None,birthday,Yes,lamp,Not for sale
birthday candles,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCandle_Remake_4_0.png,orange,variation,na,na,No,Yes,No,1,-1,300,colorful,orange,Birthday,,party,fancy,None,birthday,Yes,lamp,Not for sale
birthday candles,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCandle_Remake_5_0.png,gorgeous,variation,na,na,No,Yes,No,1,-1,300,colorful,black,Birthday,,party,fancy,None,birthday,Yes,lamp,Not for sale
bitterling model,https://acnhcdn.com/latest/FtrIcon/FtrFishTanagoToy.png,na,na,na,na,No,No,No,-1,-1,2700,light blue,black,C.J.,Trade 3 fish to receive a model in the mail the next day,None,None,None,None,No,fish,Not for sale
black bass model,https://acnhcdn.com/latest/FtrIcon/FtrFishBlackbassToy.png,na,na,na,na,No,No,No,-1,-1,1200,green,black,C.J.,Trade 3 fish to receive a model in the mail the next day,None,None,None,None,No,fish,Not for sale
blowfish model,https://acnhcdn.com/latest/FtrIcon/FtrFishFuguToy.png,na,na,na,na,No,No,No,-1,-1,15000,beige,black,C.J.,Trade 3 fish to receive a model in the mail the next day,None,None,None,None,No,fish,Not for sale
blue marlin model,https://acnhcdn.com/latest/FtrIcon/FtrFishKajikiToy.png,na,na,na,na,No,No,No,-1,-1,30000,blue,black,C.J.,Trade 3 fish to receive a model in the mail the next day,None,None,None,None,No,fish,Not for sale
blue weevil beetle model,https://acnhcdn.com/latest/FtrIcon/FtrInsectHousekizoumushiToy.png,na,na,na,na,No,No,No,-1,-1,2400,green,black,Flick,Trade 3 insects to receive a model in the mail the next day,None,None,None,None,No,insect,Not for sale
bluegill model,https://acnhcdn.com/latest/FtrIcon/FtrFishBlueguillToy.png,na,na,na,na,No,No,No,-1,-1,540,blue,black,C.J.,Trade 3 fish to receive a model in the mail the next day,None,None,None,None,No,fish,Not for sale
board game,https://acnhcdn.com/latest/FtrIcon/FtrBoardgame_Remake_0_0.png,simple path game,na,na,na,No,No,No,-1,1300,325,green,colorful,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,child's room,living room,None,None,Yes,toy,For sale
board game,https://acnhcdn.com/latest/FtrIcon/FtrBoardgame_Remake_1_0.png,territory game,na,na,na,No,No,No,-1,1300,325,orange,colorful,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,child's room,living room,None,None,Yes,toy,For sale
board game,https://acnhcdn.com/latest/FtrIcon/FtrBoardgame_Remake_2_0.png,kids' game,na,na,na,No,No,No,-1,1300,325,white,colorful,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,child's room,living room,None,None,Yes,toy,For sale
book,https://acnhcdn.com/latest/FtrIcon/FtrBookOpened_Remake_0_0.png,western literature,na,na,na,No,No,No,-1,290,72,white,red,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,den,school,None,None,No,study,For sale
