Name,Image,Variation,DIY,Buy,Sell,Color1,Color2,Size,Source,SourceNotes,Version,Style,LabelThemes,Catalog,Filename,InternalID,UniqueEntryID
cat nose,https://acnhcdn.com/acdb/accessories/AccessoryMouthCat0.png,White,No,560,140,White,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,AccessoryMouthCat0,4483,45Muns9ig4dqrsFF7
cat nose,https://acnhcdn.com/acdb/accessories/AccessoryMouthCat1.png,Brown,No,560,140,Brown,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,AccessoryMouthCat1,11021,CXDCEFzBdv8DwkCyM
cat nose,https://acnhcdn.com/acdb/accessories/AccessoryMouthCat2.png,Navy blue,No,560,140,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,AccessoryMouthCat2,11022,ywdWXRcwKJNMMxDyj
cucumber pack,https://acnhcdn.com/acdb/accessories/AccessoryMouthCucumber.png,Green,No,490,122,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,comfy,For sale,AccessoryMouthCucumber,4491,MhbCBrYX5fHxZWDuA
curly mustache,https://acnhcdn.com/acdb/accessories/AccessoryMouthRollingmustacheBlack.png,Black,No,700,175,Colorful,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,fairy tale; formal; party,For sale,AccessoryMouthRollingmustacheBlack,4672,9tyCrNPeibcu5NLo8
cyber shades,https://acnhcdn.com/acdb/accessories/AccessoryGlassCyber0.png,Red,No,1300,325,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,party; theatrical,For sale,AccessoryGlassCyber0,4552,3YPuxxPLkzwwNQMQd
cyber shades,https://acnhcdn.com/acdb/accessories/AccessoryGlassCyber1.png,Black,No,1300,325,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,party; theatrical,For sale,AccessoryGlassCyber1,11498,67BAc4y8aADafp9Xk
cyber shades,https://acnhcdn.com/acdb/accessories/AccessoryGlassCyber2.png,Silver,No,1300,325,Gray,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,party; theatrical,For sale,AccessoryGlassCyber2,11499,AKakpCweRnd5hAsRB
cyber shades,https://acnhcdn.com/acdb/accessories/AccessoryGlassCyber3.png,Purple,No,1300,325,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,party; theatrical,For sale,AccessoryGlassCyber3,11500,y2svNHScnr8cNZe86
cyber shades,https://acnhcdn.com/acdb/accessories/AccessoryGlassCyber4.png,Green,No,1300,325,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,party; theatrical,For sale,AccessoryGlassCyber4,11501,9izTCDGHSpqWrQp6T
cyber shades,https://acnhcdn.com/acdb/accessories/AccessoryGlassCyber5.png,Yellow,No,1300,325,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,party; theatrical,For sale,AccessoryGlassCyber5,11502,5pk9ZMDGsEzLqp24L
DAL eye mask,https://acnhcdn.com/acdb/accessories/AccessoryGlassDalmask0.png,Blue,No,NFS,1010,Blue,Blue,1x1,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,1.0.0,Simple,comfy; vacation,Not for sale,AccessoryGlassDalmask0,12128,sbkqQrHpJWMEEZLSR
DAL sunglasses,https://acnhcdn.com/acdb/accessories/AccessoryGlassDalglass0.png,Yellow,No,NFS,1010,Yellow,Blue,1x1,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,1.0.0,Gorgeous,comfy; vacation,Not for sale,AccessoryGlassDalglass0,12129,zRnkH9B3rYNMLpiTP
doctor's mask,https://acnhcdn.com/acdb/accessories/AccessoryMouthMaskWhite.png,White,No,140,35,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; goth; comfy,For sale,AccessoryMouthMaskWhite,4451,vZDsrDRdgrbbiwi8N
dog nose,https://acnhcdn.com/acdb/accessories/AccessoryMouthDog0.png,White,No,560,140,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,AccessoryMouthDog0,5244,moGRcnkQihHbN89Kc
dog nose,https://acnhcdn.com/acdb/accessories/AccessoryMouthDog1.png,Beige,No,560,140,Orange,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,AccessoryMouthDog1,11025,zCQqXy8HLE7rDfrQf
dog nose,https://acnhcdn.com/acdb/accessories/AccessoryMouthDog2.png,Black,No,560,140,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,AccessoryMouthDog2,11026,9JGbmWtDA3rmjf8Kc
double-bridge glasses,https://acnhcdn.com/acdb/accessories/AccessoryGlassDoublebridge0.png,Gold,No,1100,275,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,comfy; vacation; work,For sale,AccessoryGlassDoublebridge0,4263,8QCnzjXY8KEyqf7Wa
double-bridge glasses,https://acnhcdn.com/acdb/accessories/AccessoryGlassDoublebridge1.png,Purple,No,1100,275,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,comfy; vacation; work,For sale,AccessoryGlassDoublebridge1,11076,guPGRuhMyqdWYKh8d
double-bridge glasses,https://acnhcdn.com/acdb/accessories/AccessoryGlassDoublebridge2.png,Silver,No,1100,275,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,comfy; vacation; work,For sale,AccessoryGlassDoublebridge2,11077,CLPEzZqr3vut85Ja4
double-bridge glasses,https://acnhcdn.com/acdb/accessories/AccessoryGlassDoublebridge3.png,Blue,No,1100,275,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,comfy; vacation; work,For sale,AccessoryGlassDoublebridge3,11078,fD5pteAQtC8CMhq2v
drinking-straw glasses,https://acnhcdn.com/acdb/accessories/AccessoryGlassmouthStraw0.png,Green,No,560,140,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,comfy; vacation; work,For sale,AccessoryGlassmouthStraw0,5773,hMiEGoaE2jYb6kY4e
drinking-straw glasses,https://acnhcdn.com/acdb/accessories/AccessoryGlassmouthStraw1.png,Blue,No,560,140,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,comfy; vacation; work,For sale,AccessoryGlassmouthStraw1,11010,DNij9RhiMW39MtKWF
drinking-straw glasses,https://acnhcdn.com/acdb/accessories/AccessoryGlassmouthStraw2.png,Pink,No,560,140,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,comfy; vacation; work,For sale,AccessoryGlassmouthStraw2,11011,b4G7SFYMTs5YWJ4i5
drinking-straw glasses,https://acnhcdn.com/acdb/accessories/AccessoryGlassmouthStraw3.png,White,No,560,140,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,comfy; vacation; work,For sale,AccessoryGlassmouthStraw3,11012,bQ67Xe7cQZ4PcXnNe
eye mask,https://acnhcdn.com/acdb/accessories/AccessoryGlassMask0.png,Blue,No,560,140,Blue,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,comfy,For sale,AccessoryGlassMask0,4425,68oXMszxbRtGoe9tH
eye mask,https://acnhcdn.com/acdb/accessories/AccessoryGlassMask1.png,Pink,No,560,140,Pink,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,comfy,For sale,AccessoryGlassMask1,11154,Ck7jeovxpJEQa9BXB
eye mask,https://acnhcdn.com/acdb/accessories/AccessoryGlassMask2.png,Gray,No,560,140,Gray,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,comfy,For sale,AccessoryGlassMask2,11155,FFAmL82w7xmtQyj49
eye mask,https://acnhcdn.com/acdb/accessories/AccessoryGlassMask3.png,Green,No,560,140,Green,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,comfy,For sale,AccessoryGlassMask3,11156,csWKsYtw2k9ADBQpT
eye mask,https://acnhcdn.com/acdb/accessories/AccessoryGlassMask4.png,Orange,No,560,140,Orange,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,comfy,For sale,AccessoryGlassMask4,11157,Gy2FEnpkD9KrRshtd
eye mask,https://acnhcdn.com/acdb/accessories/AccessoryGlassMask5.png,Red,No,560,140,Red,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,comfy,For sale,AccessoryGlassMask5,11158,DN9e9e3kPAvftJL7X
eye patch,https://acnhcdn.com/acdb/accessories/AccessoryGlassPatchBlack.png,Black,No,140,35,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,fairy tale; goth,For sale,AccessoryGlassPatchBlack,4457,iZoTNGb8htGE8JWEw
facial mask,https://acnhcdn.com/acdb/accessories/AccessoryGlassmouthPackWhite.png,White,No,560,140,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,goth; comfy,For sale,AccessoryGlassmouthPackWhite,4512,KzBY9kLtwTHhHGzR3
fake nose,https://acnhcdn.com/acdb/accessories/AccessoryGlassmouthNoseRed.png,Red,No,490,122,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,AccessoryGlassmouthNoseRed,4496,chP2wAyDtdSTS3XrF
flower sunglasses,https://acnhcdn.com/acdb/accessories/AccessoryGlassFlower0.png,Red,No,770,192,Red,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,party; vacation,For sale,AccessoryGlassFlower0,5739,iJsQqLTdb4gcPwekJ
flower sunglasses,https://acnhcdn.com/acdb/accessories/AccessoryGlassFlower1.png,Orange,No,770,192,Orange,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,party; vacation,For sale,AccessoryGlassFlower1,11228,6TygyrRpgFEJRtYAD
flower sunglasses,https://acnhcdn.com/acdb/accessories/AccessoryGlassFlower2.png,Blue,No,770,192,Blue,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,party; vacation,For sale,AccessoryGlassFlower2,11229,g4jdQJuTAwEgGWsyH
flower sunglasses,https://acnhcdn.com/acdb/accessories/AccessoryGlassFlower3.png,Purple,No,770,192,Purple,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,party; vacation,For sale,AccessoryGlassFlower3,11230,hN8mRmSqAqfBBXqsK
flower sunglasses,https://acnhcdn.com/acdb/accessories/AccessoryGlassFlower4.png,Green,No,770,192,Green,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,party; vacation,For sale,AccessoryGlassFlower4,11231,vnNLfafLRpv9vrESq
food mess,https://acnhcdn.com/acdb/accessories/AccessoryMouthPasta.png,Pasta,No,490,122,Orange,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,comfy,For sale,AccessoryMouthPasta,5857,ErTpS7LHoG7hZ4bvn
funny glasses,https://acnhcdn.com/acdb/accessories/AccessoryGlassEyes0.png,Brown,No,1100,275,Brown,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,AccessoryGlassEyes0,4513,nvgwq4bKZzDoiTQzw
funny glasses,https://acnhcdn.com/acdb/accessories/AccessoryGlassEyes1.png,Pink,No,1100,275,Pink,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,AccessoryGlassEyes1,11008,4ASpkj55QiocnNkZ2
funny glasses,https://acnhcdn.com/acdb/accessories/AccessoryGlassEyes2.png,Blue,No,1100,275,Light blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,fairy tale; party; theatrical,For sale,AccessoryGlassEyes2,11009,dio9gmQCebNSjSX89
gas mask,https://acnhcdn.com/acdb/accessories/AccessoryGlassmouthGasmask0.png,Black,No,1100,275,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,goth; work,For sale,AccessoryGlassmouthGasmask0,4649,cuqWQPfsbkmXz5DuB
gas mask,https://acnhcdn.com/acdb/accessories/AccessoryGlassmouthGasmask1.png,Avocado,No,1100,275,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,goth; work,For sale,AccessoryGlassmouthGasmask1,11160,9K9ea2sRHMsPmcX6d
glass-bottle glasses,https://acnhcdn.com/acdb/accessories/AccessoryGlassBottleBlack.png,Black,No,1100,275,Black,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,comfy; work,For sale,AccessoryGlassBottleBlack,4282,JFtffcGH7WnPnJKtc
goatee,https://acnhcdn.com/acdb/accessories/AccessoryMouthBeardChinBlack.png,Black,No,980,245,Colorful,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,everyday; comfy; theatrical,For sale,AccessoryMouthBeardChinBlack,4676,W5S7BC9qA4QMCQEFR
goggles,https://acnhcdn.com/acdb/accessories/AccessoryGlassGoggles0.png,Black,No,560,140,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; sporty; vacation,For sale,AccessoryGlassGoggles0,4454,3YkDq5TZm3jE8nBL9
goggles,https://acnhcdn.com/acdb/accessories/AccessoryGlassGoggles1.png,Blue,No,560,140,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; sporty; vacation,For sale,AccessoryGlassGoggles1,11484,gozwdhewwK4PmPGFQ
goggles,https://acnhcdn.com/acdb/accessories/AccessoryGlassGoggles2.png,Pink,No,560,140,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; sporty; vacation,For sale,AccessoryGlassGoggles2,11485,49s9b7jcrE8uaFEdR
goggles,https://acnhcdn.com/acdb/accessories/AccessoryGlassGoggles3.png,Green,No,560,140,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; sporty; vacation,For sale,AccessoryGlassGoggles3,11486,sDjZobRoupcETEKeH
goggles,https://acnhcdn.com/acdb/accessories/AccessoryGlassGoggles4.png,Purple,No,560,140,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; sporty; vacation,For sale,AccessoryGlassGoggles4,11487,kwS6ErrZHdDNXpmbR
goggles,https://acnhcdn.com/acdb/accessories/AccessoryGlassGoggles5.png,Red,No,560,140,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; sporty; vacation,For sale,AccessoryGlassGoggles5,11488,P8X4Rnuc6WjHTrbkz
handlebar mustache,https://acnhcdn.com/acdb/accessories/AccessoryMouthBeardBlack.png,Black,No,1120,280,Colorful,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,fairy tale; formal; theatrical,For sale,AccessoryMouthBeardBlack,3550,HJfvmuhPDFMN8eRB2
heart shades,https://acnhcdn.com/acdb/accessories/AccessoryGlassHeart0.png,Pink,No,1040,260,Pink,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,party; vacation,For sale,AccessoryGlassHeart0,4237,ZkwfoAxXwqiJav677
heart shades,https://acnhcdn.com/acdb/accessories/AccessoryGlassHeart1.png,Yellow,No,1040,260,Yellow,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,party; vacation,For sale,AccessoryGlassHeart1,11188,jvPC7gmEHvxxgmwfA
heart shades,https://acnhcdn.com/acdb/accessories/AccessoryGlassHeart2.png,Blue,No,1040,260,Light blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,party; vacation,For sale,AccessoryGlassHeart2,11189,k2fF9yEC5S3XGsXhX
heart shades,https://acnhcdn.com/acdb/accessories/AccessoryGlassHeart3.png,Purple,No,1040,260,Purple,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,party; vacation,For sale,AccessoryGlassHeart3,11190,3fs7r8mBn9EiGmMT7
heart shades,https://acnhcdn.com/acdb/accessories/AccessoryGlassHeart4.png,Green,No,1040,260,Green,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,party; vacation,For sale,AccessoryGlassHeart4,11191,CbiyKw9gGsMfYzA4g
HMD,https://acnhcdn.com/acdb/accessories/AccessoryGlassHmdWhite.png,White,No,2000,500,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,comfy,For sale,AccessoryGlassHmdWhite,5182,Hkcb2b5RCvgcXrHvc
jester's mask,https://acnhcdn.com/acdb/accessories/AccessoryGlassmouthPierrot0.png,Black,No,1760,440,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,fairy tale; goth; party; theatrical; work,For sale,AccessoryGlassmouthPierrot0,4678,5iGdajwpPAQ98B9eE
jester's mask,https://acnhcdn.com/acdb/accessories/AccessoryGlassmouthPierrot1.png,Red,No,1760,440,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,fairy tale; goth; party; theatrical; work,For sale,AccessoryGlassmouthPierrot1,11166,7HBtvdHttSMJiuA7W
jester's mask,https://acnhcdn.com/acdb/accessories/AccessoryGlassmouthPierrot2.png,Green,No,1760,440,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,fairy tale; goth; party; theatrical; work,For sale,AccessoryGlassmouthPierrot2,11167,LTCnc3SoDzsffayDr
