Name,Image,Variation,DIY,Buy,Sell,Color1,Color2,Source,SourceNotes,Style,LabelThemes,Catalog
baby's hat,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet2.png,baby yellow,No,560,140,yellow,white,Able Sisters,Available from Able Sisters shop only,cute,comfy,fs
baby's hat,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet3.png,baby green,No,560,140,green,white,Able Sisters,Available from Able Sisters shop only,cute,comfy,fs
baby's hat,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet4.png,baby pink,No,560,140,red,white,Able Sisters,Available from Able Sisters shop only,cute,comfy,fs
baby's hat,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet5.png,baby gray,No,560,140,beige,white,Able Sisters,Available from Able Sisters shop only,cute,comfy,fs
baby's hat,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet6.png,baby blue,No,560,140,blue,white,Able Sisters,Available from Able Sisters shop only,cute,comfy,fs
baby's hat,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet7.png,baby orange,No,560,140,orange,white,Able Sisters,Available from Able Sisters shop only,cute,comfy,fs
balloon hat,https://acnhcdn.com/latest/ClosetIcon/CapHatBalloon0.png,rainbow,No,1120,280,colorful,colorful,Able Sisters,Available from Able Sisters shop only,active,party; theatrical,fs
balloon hat,https://acnhcdn.com/latest/ClosetIcon/CapHatBalloon1.png,orange,No,1120,280,orange,pink,Able Sisters,Available from Able Sisters shop only,active,party; theatrical,fs
balloon hat,https://acnhcdn.com/latest/ClosetIcon/CapHatBalloon2.png,blue,No,1120,280,blue,purple,Able Sisters,Available from Able Sisters shop only,active,party; theatrical,fs
balloon hat,https://acnhcdn.com/latest/ClosetIcon/CapHatBalloon3.png,green,No,1120,280,green,yellow,Able Sisters,Available from Able Sisters shop only,active,party; theatrical,fs
bamboo hat,https://acnhcdn.com/latest/ClosetIcon/CapHatAjiroBeige.png,beige,Yes,-1,200,beige,beige,Crafting,,simple,fairy tale; outdoorsy,nfs
barrette,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTBarrette0.png,pink,No,490,122,pink,white,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,elegant,everyday; fairy tale; party,fs
baseball cap,https://acnhcdn.com/latest/ClosetIcon/CapHatBaseball0.png,red,No,840,210,red,red,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,active,outdoorsy; sporty; work,fs
baseball cap,https://acnhcdn.com/latest/ClosetIcon/CapHatBaseball1.png,navy blue,No,840,210,blue,blue,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,active,outdoorsy; sporty; work,fs
baseball cap,https://acnhcdn.com/latest/ClosetIcon/CapHatBaseball2.png,green,No,840,210,green,green,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,active,outdoorsy; sporty; work,fs
baseball cap,https://acnhcdn.com/latest/ClosetIcon/CapHatBaseball3.png,orange,No,840,210,black,orange,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,active,outdoorsy; sporty; work,fs
baseball cap,https://acnhcdn.com/latest/ClosetIcon/CapHatBaseball4.png,yellow,No,840,210,black,yellow,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,active,outdoorsy; sporty; work,fs
batter's helmet,https://acnhcdn.com/latest/ClosetIcon/CapHelmetBaseball0.png,red,No,1040,260,red,red,Able Sisters,Available from Able Sisters shop only,active,sporty; work,fs
batter's helmet,https://acnhcdn.com/latest/ClosetIcon/CapHelmetBaseball1.png,navy blue,No,1040,260,blue,blue,Able Sisters,Available from Able Sisters shop only,active,sporty; work,fs
batter's helmet,https://acnhcdn.com/latest/ClosetIcon/CapHelmetBaseball2.png,green,No,1040,260,green,green,Able Sisters,Available from Able Sisters shop only,active,sporty; work,fs
batter's helmet,https://acnhcdn.com/latest/ClosetIcon/CapHelmetBaseball3.png,orange,No,1040,260,black,orange,Able Sisters,Available from Able Sisters shop only,active,sporty; work,fs
batter's helmet,https://acnhcdn.com/latest/ClosetIcon/CapHelmetBaseball4.png,yellow,No,1040,260,black,yellow,Able Sisters,Available from Able Sisters shop only,active,sporty; work,fs
bear cap,https://acnhcdn.com/latest/ClosetIcon/CapBangsBear0.png,brown,No,1120,280,brown,beige,Able Sisters,Available from Able Sisters shop only,cute,fairy tale; party; theatrical,fs
bear cap,https://acnhcdn.com/latest/ClosetIcon/CapBangsBear1.png,black,No,1120,280,black,beige,Able Sisters,Available from Able Sisters shop only,cute,fairy tale; party; theatrical,fs
bear cap,https://acnhcdn.com/latest/ClosetIcon/CapBangsBear2.png,pink,No,1120,280,pink,beige,Able Sisters,Available from Able Sisters shop only,cute,fairy tale; party; theatrical,fs
bear cap,https://acnhcdn.com/latest/ClosetIcon/CapBangsBear3.png,blue,No,1120,280,light blue,white,Able Sisters,Available from Able Sisters shop only,cute,fairy tale; party; theatrical,fs
beret,https://acnhcdn.com/latest/ClosetIcon/CapHatBeret0.png,berry red,No,880,220,red,red,Able Sisters,Available from Able Sisters shop only,elegant,everyday; formal; party,fs
beret,https://acnhcdn.com/latest/ClosetIcon/CapHatBeret1.png,blue,No,880,220,blue,blue,Able Sisters,Available from Able Sisters shop only,elegant,everyday; formal; party,fs
beret,https://acnhcdn.com/latest/ClosetIcon/CapHatBeret2.png,green,No,880,220,green,green,Able Sisters,Available from Able Sisters shop only,elegant,everyday; formal; party,fs
beret,https://acnhcdn.com/latest/ClosetIcon/CapHatBeret3.png,mustard,No,880,220,yellow,yellow,Able Sisters,Available from Able Sisters shop only,elegant,everyday; formal; party,fs
beret,https://acnhcdn.com/latest/ClosetIcon/CapHatBeret4.png,gray,No,880,220,gray,gray,Able Sisters,Available from Able Sisters shop only,elegant,everyday; formal; party,fs
beret,https://acnhcdn.com/latest/ClosetIcon/CapHatBeret5.png,white,No,880,220,white,white,Able Sisters,Available from Able Sisters shop only,elegant,everyday; formal; party,fs
bicycle helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet0.png,blue,No,1100,275,light blue,black,Able Sisters,Available from Able Sisters shop only,active,sporty,fs
bicycle helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet1.png,navy blue,No,1100,275,blue,black,Able Sisters,Available from Able Sisters shop only,active,sporty,fs
bicycle helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet2.png,red,No,1100,275,red,black,Able Sisters,Available from Able Sisters shop only,active,sporty,fs
bicycle helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet3.png,lime,No,1100,275,yellow,black,Able Sisters,Available from Able Sisters shop only,active,sporty,fs
bicycle helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet4.png,green,No,1100,275,green,black,Able Sisters,Available from Able Sisters shop only,active,sporty,fs
bicycle helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet5.png,orange,No,1100,275,orange,black,Able Sisters,Available from Able Sisters shop only,active,sporty,fs
bicycle helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet6.png,purple,No,1100,275,purple,black,Able Sisters,Available from Able Sisters shop only,active,sporty,fs
bicycle helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet7.png,pink,No,1100,275,pink,black,Able Sisters,Available from Able Sisters shop only,active,sporty,fs
birthday hat,https://acnhcdn.com/latest/ClosetIcon/CapHatBirthday0.png,blue,No,-1,600,light blue,white,Birthday,,gorgeous,party,nfs
birthday hat,https://acnhcdn.com/latest/ClosetIcon/CapHatBirthday1.png,yellow,No,-1,600,yellow,white,Birthday,,gorgeous,party,nfs
birthday hat,https://acnhcdn.com/latest/ClosetIcon/CapHatBirthday2.png,pink,No,-1,600,pink,white,Birthday,,gorgeous,party,nfs
blue rose crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentRose4.png,blue,Yes,-1,12000,blue,blue,Crafting,,cute,fairy tale; party; vacation,nfs
bowler hat with ribbon,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler0.png,blue,No,1100,275,light blue,light blue,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,elegant,fairy tale; formal; party,fs
bowler hat with ribbon,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler1.png,beige,No,1100,275,beige,beige,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,elegant,fairy tale; formal; party,fs
bowler hat with ribbon,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler2.png,green,No,1100,275,green,green,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,elegant,fairy tale; formal; party,fs
bowler hat with ribbon,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler3.png,red,No,1100,275,red,red,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,elegant,fairy tale; formal; party,fs
bowler hat with ribbon,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler4.png,pink,No,1100,275,pink,pink,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,elegant,fairy tale; formal; party,fs
bridal veil,https://acnhcdn.com/latest/ClosetIcon/CapWigWedding.png,,No,4600,1150,white,colorful,Wedding Season,,elegant,,nfs
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun0.png,pink,No,1440,360,pink,colorful,Able Sisters,Available from Able Sisters shop only,cute,theatrical,fs
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun1.png,blue,No,1440,360,blue,colorful,Able Sisters,Available from Able Sisters shop only,cute,theatrical,fs
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun2.png,mustard,No,1440,360,yellow,colorful,Able Sisters,Available from Able Sisters shop only,cute,theatrical,fs
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun3.png,white,No,1440,360,white,colorful,Able Sisters,Available from Able Sisters shop only,cute,theatrical,fs
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun4.png,purple,No,1440,360,purple,colorful,Able Sisters,Available from Able Sisters shop only,cute,theatrical,fs
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun5.png,green,No,1440,360,green,colorful,Able Sisters,Available from Able Sisters shop only,cute,theatrical,fs
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun6.png,orange,No,1440,360,orange,colorful,Able Sisters,Available from Able Sisters shop only,cute,theatrical,fs
bunny day crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentCEgg0.png,na,Yes,-1,2400,colorful,colorful,Crafting,"Obtained randomly from villager, egg message bottle or egg balloon during Bunny Day event",elegant,fairy tale; party; theatrical,nfs
bunny ears,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBunny0.png,black,No,1120,280,black,black,Able Sisters,Available from Able Sisters shop only,cute,fairy tale; party; theatrical,fs
bunny ears,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBunny1.png,pink,No,1120,280,pink,pink,Able Sisters,Available from Able Sisters shop only,cute,fairy tale; party; theatrical,fs
bunny ears,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBunny2.png,red,No,1120,280,red,red,Able Sisters,Available from Able Sisters shop only,cute,fairy tale; party; theatrical,fs
bunny ears,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBunny3.png,light blue,No,1120,280,light blue,light blue,Able Sisters,Available from Able Sisters shop only,cute,fairy tale; party; theatrical,fs
bunny hood,https://acnhcdn.com/latest/ClosetIcon/CapBangsRabbit0.png,pink,No,1120,280,pink,pink,Able Sisters,Available from Able Sisters shop only,cute,fairy tale; party,fs
bunny hood,https://acnhcdn.com/latest/ClosetIcon/CapBangsRabbit1.png,yellow,No,1120,280,yellow,yellow,Able Sisters,Available from Able Sisters shop only,cute,fairy tale; party,fs
bunny hood,https://acnhcdn.com/latest/ClosetIcon/CapBangsRabbit2.png,white,No,1120,280,white,light blue,Able Sisters,Available from Able Sisters shop only,cute,fairy tale; party,fs
captain's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCaptainWhite.png,white,No,1680,420,white,black,Able Sisters,Available from Able Sisters shop only,cool,formal; work,fs
cat cap,https://acnhcdn.com/latest/ClosetIcon/CapBangsCat0.png,navy blue,No,980,245,blue,pink,Able Sisters,Available from Able Sisters shop only,cute,fairy tale; party; theatrical,fs
cat cap,https://acnhcdn.com/latest/ClosetIcon/CapBangsCat1.png,brown,No,980,245,brown,pink,Able Sisters,Available from Able Sisters shop only,cute,fairy tale; party; theatrical,fs
cat cap,https://acnhcdn.com/latest/ClosetIcon/CapBangsCat2.png,white,No,980,245,white,pink,Able Sisters,Available from Able Sisters shop only,cute,fairy tale; party; theatrical,fs
catcher's mask,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceCatcher0.png,red,No,1560,390,red,red,Able Sisters,Available from Able Sisters shop only,active,sporty; work,fs
catcher's mask,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceCatcher1.png,navy blue,No,1560,390,blue,blue,Able Sisters,Available from Able Sisters shop only,active,sporty; work,fs
catcher's mask,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceCatcher2.png,green,No,1560,390,green,green,Able Sisters,Available from Able Sisters shop only,active,sporty; work,fs
catcher's mask,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceCatcher3.png,orange,No,1560,390,black,orange,Able Sisters,Available from Able Sisters shop only,active,sporty; work,fs
catcher's mask,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceCatcher4.png,yellow,No,1560,390,black,yellow,Able Sisters,Available from Able Sisters shop only,active,sporty; work,fs
cavalier hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCavalier0.png,blue,No,1600,400,blue,yellow,Able Sisters,Available from Able Sisters shop only,elegant,fairy tale; theatrical,fs
cavalier hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCavalier1.png,red,No,1600,400,red,yellow,Able Sisters,Available from Able Sisters shop only,elegant,fairy tale; theatrical,fs
cavalier hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCavalier2.png,green,No,1600,400,green,yellow,Able Sisters,Available from Able Sisters shop only,elegant,fairy tale; theatrical,fs
chef's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCockWhite.png,white,No,840,210,white,white,Able Sisters,Available from Able Sisters shop only,simple,work,fs
cherry hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCherry0.png,red,Yes,-1,1000,red,green,Crafting,,cute,fairy tale; party; theatrical,nfs
chic mum crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentMum2.png,colorful,Yes,-1,960,pink,purple,Crafting,,cute,fairy tale; party; vacation,nfs
chic rose crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentRose3.png,purple,Yes,-1,2880,purple,black,Crafting,,cute,fairy tale; party; vacation,nfs
chic tulip crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTulip2.png,colorful,Yes,-1,1440,purple,pink,Crafting,,cute,fairy tale; party; vacation,nfs
coin headpiece,https://acnhcdn.com/latest/ClosetIcon/CapHelmetCoinGold.png,gold,No,-1,1350,yellow,colorful,Gulliver,,gorgeous,theatrical,nfs
colorful striped knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatColorful0.png,red,No,880,220,red,colorful,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cute,everyday; outdoorsy,fs
colorful striped knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatColorful1.png,blue,No,880,220,blue,colorful,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cute,everyday; outdoorsy,fs
colorful striped knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatColorful2.png,green,No,880,220,green,colorful,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cute,everyday; outdoorsy,fs
colorful striped knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatColorful3.png,yellow,No,880,220,yellow,colorful,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cute,everyday; outdoorsy,fs
colorful striped knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatColorful4.png,purple,No,880,220,purple,colorful,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cute,everyday; outdoorsy,fs
colorful striped knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatColorful5.png,light blue,No,880,220,light blue,colorful,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,cute,everyday; outdoorsy,fs
combat helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatCombat0.png,avocado,No,1120,280,green,green,Able Sisters,Available from Able Sisters shop only,active,outdoorsy,fs
combat helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatCombat1.png,brown,No,1120,280,black,brown,Able Sisters,Available from Able Sisters shop only,active,outdoorsy,fs
composer's wig,https://acnhcdn.com/latest/ClosetIcon/CapHelmetMusicBlack.png,hair color,No,1680,420,colorful,colorful,Able Sisters,Available from Able Sisters shop only,elegant,fairy tale; formal; party; theatrical; work,fs
cool hyacinth crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentHyacinth2.png,blue,Yes,-1,1280,blue,orange,Crafting,,cute,fairy tale; party; vacation,nfs
cool pansy crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentPansy2.png,colorful,Yes,-1,960,red,blue,Crafting,,cute,fairy tale; party; vacation,nfs
cool windflower crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentAnemone2.png,colorful,Yes,-1,960,pink,blue,Crafting,,cute,fairy tale; party; vacation,nfs
cosmos crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentCosmos1.png,colorful,Yes,-1,480,colorful,colorful,Crafting,,cute,fairy tale; party; vacation,nfs
crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentAQueen0.png,gold,No,1000000,250000,yellow,yellow,Able Sisters,Available from Able Sisters shop only,gorgeous,fairy tale; formal; party; theatrical,fs
cute lily crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentYuri2.png,colorful,Yes,-1,800,pink,orange,Crafting,,cute,fairy tale; party; vacation,nfs
cute rose crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentRose2.png,colorful,Yes,-1,960,pink,orange,Crafting,,cute,fairy tale; party; vacation,nfs
cycling cap,https://acnhcdn.com/latest/ClosetIcon/CapHatCycle0.png,blue,No,1100,275,white,blue,Able Sisters,Available from Able Sisters shop only,active,outdoorsy; sporty,fs
cycling cap,https://acnhcdn.com/latest/ClosetIcon/CapHatCycle1.png,black & blue,No,1100,275,blue,black,Able Sisters,Available from Able Sisters shop only,active,outdoorsy; sporty,fs
cycling cap,https://acnhcdn.com/latest/ClosetIcon/CapHatCycle2.png,black & red,No,1100,275,red,black,Able Sisters,Available from Able Sisters shop only,active,outdoorsy; sporty,fs
cycling cap,https://acnhcdn.com/latest/ClosetIcon/CapHatCycle3.png,yellow & avocado,No,1100,275,black,yellow,Able Sisters,Available from Able Sisters shop only,active,outdoorsy; sporty,fs
cycling cap,https://acnhcdn.com/latest/ClosetIcon/CapHatCycle4.png,red & green,No,1100,275,green,red,Able Sisters,Available from Able Sisters shop only,active,outdoorsy; sporty,fs
cycling cap,https://acnhcdn.com/latest/ClosetIcon/CapHatCycle5.png,red,No,1100,275,red,orange,Able Sisters,Available from Able Sisters shop only,active,outdoorsy; sporty,fs
cycling cap,https://acnhcdn.com/latest/ClosetIcon/CapHatCycle6.png,lime & purple,No,1100,275,purple,green,Able Sisters,Available from Able Sisters shop only,active,outdoorsy; sporty,fs
cycling cap,https://acnhcdn.com/latest/ClosetIcon/CapHatCycle7.png,blue & purple,No,1100,275,pink,purple,Able Sisters,Available from Able Sisters shop only,active,outdoorsy; sporty,fs
dal cap,https://acnhcdn.com/latest/ClosetIcon/CapHatDal0.png,blue,No,-1,1010,blue,yellow,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,simple,outdoorsy; sporty; vacation,nfs
dandy hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCasquette0.png,camel,No,1100,275,brown,brown,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,elegant,everyday,fs
dandy hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCasquette1.png,blue,No,1100,275,light blue,light blue,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,elegant,everyday,fs
dandy hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCasquette2.png,green,No,1100,275,green,green,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,elegant,everyday,fs
dandy hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCasquette3.png,purple,No,1100,275,purple,purple,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,elegant,everyday,fs
dandy hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCasquette4.png,gray,No,1100,275,gray,gray,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,elegant,everyday,fs
dandy hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCasquette5.png,white,No,1100,275,white,white,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,elegant,everyday,fs
dark cosmos crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentCosmos3.png,dark red,Yes,-1,3360,red,red,Crafting,,cute,fairy tale; party; vacation,nfs
dark lily crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentYuri3.png,dark red,Yes,-1,960,red,black,Crafting,,cute,fairy tale; party; vacation,nfs
dark tulip crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTulip3.png,dark red,Yes,-1,800,red,black,Crafting,,cute,fairy tale; party; vacation,nfs
denim cap,https://acnhcdn.com/latest/ClosetIcon/CapHatDenim0.png,blue,No,770,192,blue,blue,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; outdoorsy; sporty,fs
denim cap,https://acnhcdn.com/latest/ClosetIcon/CapHatDenim1.png,light blue,No,770,192,light blue,light blue,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; outdoorsy; sporty,fs
denim cap,https://acnhcdn.com/latest/ClosetIcon/CapHatDenim2.png,black,No,770,192,black,black,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; outdoorsy; sporty,fs
denim cap,https://acnhcdn.com/latest/ClosetIcon/CapHatDenim3.png,white,No,770,192,white,white,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,everyday; outdoorsy; sporty,fs
detective hat,https://acnhcdn.com/latest/ClosetIcon/CapHatDetective0.png,brown,No,2100,525,brown,brown,Able Sisters,Available from Able Sisters shop only,elegant,work,fs
detective hat,https://acnhcdn.com/latest/ClosetIcon/CapHatDetective1.png,gray,No,2100,525,gray,gray,Able Sisters,Available from Able Sisters shop only,elegant,work,fs
detective hat,https://acnhcdn.com/latest/ClosetIcon/CapHatDetective2.png,beige,No,2100,525,beige,beige,Able Sisters,Available from Able Sisters shop only,elegant,work,fs
dj cap,https://acnhcdn.com/latest/ClosetIcon/CapBangsHeadphone0.png,blue,No,770,192,blue,gray,Able Sisters,Available from Able Sisters shop only,simple,everyday; comfy; sporty,fs
dj cap,https://acnhcdn.com/latest/ClosetIcon/CapBangsHeadphone1.png,pink,No,770,192,pink,gray,Able Sisters,Available from Able Sisters shop only,simple,everyday; comfy; sporty,fs
dj cap,https://acnhcdn.com/latest/ClosetIcon/CapBangsHeadphone2.png,orange,No,770,192,orange,gray,Able Sisters,Available from Able Sisters shop only,simple,everyday; comfy; sporty,fs
dj cap,https://acnhcdn.com/latest/ClosetIcon/CapBangsHeadphone3.png,black,No,770,192,black,gray,Able Sisters,Available from Able Sisters shop only,simple,everyday; comfy; sporty,fs
do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTriangle0.png,yellow,No,560,140,yellow,white,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,work,fs
do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTriangle1.png,blue,No,560,140,blue,white,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,work,fs
do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTriangle2.png,red,No,560,140,red,white,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,work,fs
do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTriangle3.png,pink,No,560,140,pink,white,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,work,fs
do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTriangle4.png,black,No,560,140,black,white,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,simple,work,fs
